,chapt_code,text,book,chapt,version
14,MAT.15.SCO1904,than cam writers and pharisees o jerusalem to jesus and quo they hoo ist yere disciples mindna the biddins o the faithers o auld for they eat breid wi unweshin hauns but he answert them and quo he hoo ist that ye too gang contrar to gods commaun wi yere biddens for god commandit honor faither and mither and wha bans faither or mither lat him dee but ye say wha says till his faither or his mither it is a devotit ocht that ye micht hae by me he sal do nocht to mainteen his faither or his mither sae hae ye brocht gods commaun to nocht by yere biddens ye fause anes esaiah weel foretellt o you sayin this folk come nar me wi their mou and gie me honor wi their lips but their heart is far awa but a in vain worship they me layin down for rules the biddens o men and he cad till him the folk and quo he to them hear ye and understaun it isna what gangs intil the mooth that fyles the man but what comes oot o the mooth that fyles the man than cam his disciples and quo they kennst thou the pharisees war illpleased whan they heard yon sayin but he said ilka plant no o my heevenlie faithers plantin sal be uprutit lat abee theyre but blin leaders o the blin and gin the sichtless airt the sichtless baith sal fa intil the sheugh than upspak peter and quo he expone to us the parable and jesus says are ye een yet wantin knowledge div ye no ken that whateer may gang in at the mooth fins its way intil the paunch and is cuisten oot intil the sewer but thae things whilk come frae the mooth come oot frae the heart and they fyle the man for frae the heart come oot illthochts bludeshed adulteries lecherie thievin fausesweerin blasphemies thir things fyle a man but to eat wi hauns unpurifyt fylesna a man and jesus gaed thence and cam to the pairts o tyre and sidon and see a canaanite wumman cam oot frae thae pairts and cryt oot till him and quo she hae pitie on me o lord thou son o dauvid my dochter is sair vext wi a demon but he answert her no a word and his disciples cam and entreatit him and quo they send her awa for she skreighs eftir us but he answert and said i wasna sent but to the forwanderin sheep o israls hoose and she cam nar and worshippt him sayin lord help me but quo he it isna bonnie to tak bairns breid and to cast it to the dowgs and she said even sae lord yet the vera dowgs eat o the mools fain frae the maisters buird than answert jesus till her eh wumman yere faith is great lat it be till ye as ye wull and her dochter was made hale frae that oor and jesus gaed awa frae that place and came nar to the loch o galilee and gaed up intil a mountain and sut him doon and great croods o folk cam to him haein wi them lameters sichtless dumb maimed and mony mair and laid them doon at jesus feet and he healed them sae that the folk ferlied uncolie to behauld the dumb speakin the maimed hale the lameters to gang and the blin seein and they glorifyt the god o isral than jesus cad his disciples to him and quo he i hae pitie on the folk for that they hae been wi me noo thrie days and hae nae meat and i winna send them awa least they soud swarf i the gate and the disciples said to him in whatna way coud we hae sae muckle breid i the wilderness as to fill sae great a crood o folk jesus says to them hoo mony bannocks hae ye and they said seeven and a wheen wee speldrins and he commandit the folk to sit doon on the grun and he took the seeven bannocks and the fish and gied thanks and he brak and gied to the disciples and they to a the folk and they did a eat and war filled and they gaithert up o the broken meat left seeven creels fu and they wha did eat war fowr thoosan men forby weemen and bairns and he sent the folk awa and gaed intil a boat and cam to the pairts o magadan,MAT,15,SCO1904
15,MAT.16.SCO1904,and the pharisees and the sadducees cam and in a twafauld way speirt at him gin he wadna schaw them a token frae heeven he answert and quo he whan it is eenin ye say fair wather for the sky is reid and i the mornin broken wather the day for the sky is reid and lowerin ye ken hoo to judge the scaum o the sky can ye no the signs o the times an illdeedie and adulterous race seek eftir some sign and nae sign sal be gien tillt but the sign o jonah and he gaed aff frae them and the disciples cam to the ither side and forgat to tak breid and jesus said to them tak tent and troke yena wi the barm o the pharisees and sadducees and they spak ane till anither sayin we took nae breid and jesus kennin it said o ye o the sma faith why soud ye reason amang yersels for that ye hae nae breid dae ye no ken dae ye no mind the fyve bannocks o the fyve thoosan and hoo mony baskets ye gaithert naither the seeven bannocks o the fowr thoosan and hoo mony creels ye gaithert hoo ist ye dinna ken i spak toyena anent breid but to tak tent and beware o the teachins o the pharisees and the sadducees than saw they hoo he bad them no beware o the barm o the breid but o the doctrines o the pharisees and sadducees whan jesus had come intil the kintraside o philips cesarea he speirt at his disciples wha dae folk say the son o man is and quo they some john the baptist and some elijah and ithers jeremiah or ane o the prophets he says to them but wha say ye that i am and simon peter spak and quo he thou art the anointit ane the son o the leevin god and jesus answerin says till him happy are ye simon son o john for nae flesh and blude tellt it tye but my faither i the heevens and i say tye ye are a rockman and on this rock wull i bigg my kirk and the yetts o hell sal nevir owercome it and i wull gie tye the keys o heevens kingdom and what ye sal bind on the yirth sal be bund in heeven and what ye sal lowse on the yirth sal be lowsed in heeven than chairged he the disciples no to tell ony man he was the anointit ane frae that time forrit jesus begude to schaw till his disciples hoo that he bude gang to jerusalem and dree mony things o the elders and heidpriests and writers and be slain and on the third day be waukened again than peter took him aside repruvin him and quo he hae mercy on thysel this sal nevir be thy fa but he turned him aboot and quo he to peter ahint me sautan ye are but a snare to me for ye seekna the things o god but the things o men than quo jesus to his disciples gin ony man wad come eftir me lat him deny his sel and tak up his cross and follow me for whasae wad save his life sal tine it and whasae wull tine his life for my sake sal win it for what is a man the better tho he win the hail warld and tine his ain saul or what sal a man gie as cation for his saul for the son o man comes in the glorie o his faither wi the angels and than sal he gie every man accordin as his wark sal be truly say i tye thar are thae staunin here wha sal in naegate pree death till they hae seen the son o man comin in his kingdom,MAT,16,SCO1904
16,MAT.17.SCO1904,and sax days eftir jesus taks peter and james and his brither john and brings them up intil a heigh mountain by their sels and was transfigurt afore them and his face beamed like the sun and his cleedin glintit as the licht and look thar was seen by them moses and elijah speakin wi him than answert peter and quo he to jesus lord it is guid for us to be here gin thou wull lat us mak here thrie bothies for thee ane and for moses ane and for elijah ane whiles he was speakin lo a clud o brichtness cam ower them and a voice cam oot o the clud sayin this is my son the beloved wham i delicht in hear ye till him and whan the disciples heard they fell on their faces fearin uncolie and jesus cam nar and touched them and said rise and bena fleyt and liftin up their een they saw nane but jesus alane and comin doon frae the mountain jesus chairged them schaw ye the vision tae nae man until the son o man rise frae mang the deid and his disciples speirt at him hoo than dae the writers say elijah maun first come and he answert them elijah dis come and redd a things but say i elijah is come already and they kent him na but did till him as they desirt een sae sal the son o man dree o them than the disciples begude to see that he spak to them o john the baptist and whan they war come till a the folk thar cam till him a man loutin doon on his knees and sayin lord hae mercie on my son for he is sair dementit and unco hauden for aft he fas intil the fire and aft intil the watir and i feshed him tae thy disciples and they coudna heal him and jesus said o race thrawart and wantin faith hoo lang sal i be wye hoo lang sal i thole ye bring him here to me than did jesus challenge the demon and he gaed forth oot o him and the laddie was made hale frae that oor and than the disciples cam to jesus a by their sels and quo they why wast we couldna cast him oot and he says to them for that ye want faith for truly say i tye gin aiblins ye had faith een as a pickle o mustardseed ye sal say till this mountain flit ye to yon place and it sal flit and nocht sal be ayont yere pooer but this kind gangsna oot but in prayer and fastin and while they bade in galilee jesus says to them the son o man sal be giean up intil mens hauns and they wull slay him and the third day he wull rise again and they war uncolie grieved and whan they cam to capernaum they that took in the haufshekel cam nar to peter and quo they yere maister dis he no pay the haufshekel quo he aye and whan he cam intil the hoose jesus spak first and quo he what dae ye think simon frae wham dae kings o the yirth tak toll and tribute frae their ain folk or frae fremd folk peter says to him frae fremd folk quo jesus to him than their ain folk are free but that we garthemna stummle gang ye till the loch and cast in a heuk and tak the first fish comin up and openin its mou ye sal find a shekel tak it and gie to them for me and you,MAT,17,SCO1904
17,MAT.18.SCO1904,i that oor cam the disciples till jesus and quo they wha is boonmaist i the kingdom o heeven and he cad till him a bairn and set him i the mids o them and quo he gin ye turnna and come to be like a bairn ye enterna intil the kingdom o heeven whasae than sal mak his sel naething as this wee bairn the same is heigher i the kingdom o heeven and whasae taks till him ae sic wee bairn i my name taks me till him but whasae sal mak to fa ane a thae wee things that lippen tae me it had been better for him to hae a millstane hung aboot his neck and he sunk i the deeps o the sea wae to the warld for snares o stummlin for snares wull come but wae to the man by wham the snares come and sae gin yere haun or fit ensnare ye sned it aff and cast it awa it is gude for ye to enter intil life hirplin or maimd raither than wi twa hauns or feet to be cuisten intil nevirendin lowe and gin yere ee ensnare ye oot wit and cast it awa it is gude for ye to enter intil life wi ae ee raither than wi twa een to be cuisten intil hellfire tak tent that ye lichtliena ane o thir wee anes for say i tye that in heeven their ain angels aye look upon my heevenlie faithers face for the son o man has come to save thae that war lost noo hoo think ye yersels gin a man hae a hunner sheep and ane o them is gane awa dis he no lea the ninetyandnine and gang intil the mountains seekin the ane forwandert and gin sae be that he lichts ont truly say i tye he is blyther ower that sheep than ower the ninetyandnine that gaedna awa een sae thar is nae desire afore yere faither in heeven that ane o thir wee anes soud be lost and gin yere britherman sin again ye gang to him and schaw him his faut atween you and him alane gin he harken to ye ye hae won yere britherman but gin he winna harken to ye than tak wi ye ane or twa mair sae that at the mooth o twa or thrie witnesses ilk word may be made siccar and gin aiblins he winna hear them tell it to the kirk and gin he winna hear the kirk than lat him be to ye as a fremd ane or ane o the taxmen truly say i tye whatsoeer ye bind fast on the yirth sal be bun fast in heeven and what ye lowse on yirth sal be lowsed in heeven and ance mair say i tye that gin twa o ye mak it up on the yirth what ye sal ask for it sal be dune for them by my faither in heeven for whaur the twa or the thrie are forgathert i my name thar am i i the mids o them than peter comes forrit till him and quo he lord hoo aft may my britherman sin again me and i maun forgie him seeven times jesus said to him i say tye no till seeven times but seeventy times and seeven and sae is the kingdom o heeven like to a certain king wha wad hae a reckonin wi his servants and whan he had begude to reckon ane was brocht till him wha was awn him ten thoosan talents and haein nocht to pay his maister ordert him to be sellt and his wife and weans and a that he had and payment to be made the servant than fell doon and worshippt him cryin lord thole ye wi me and i wull pay ye a than moved wi pitie that servants lord lowsed him and forgae him the debt and that same servant gaun oot fand ane o his fellowservants wha was awn him a hunner pennies and he laid haud o him and grippit him by the hauss cryin pay me what ye are awn and his fellowservant fell doon at his feet and besocht him thole ye wi me and i wull pay ye a and he wadna but gaed and had him cuisten intil prison till he soud pay what was awn sae whan his fellowservants saw what was dune they war unco wae and cam and tellt their maister a that was dune than his lord cad for him and quo he to him o ye illdeedie servant i forgae ye a that debt for that ye did beseech me soudyena had rewth on yere fellowservant een as i had mercie on you and his lord was sair angert and gied him ower to the officers till he soud pay a that was awn to him een sae sal my heevenlie faither do to you gin ye forgiena ilk ane his britherman frae yere hearts,MAT,18,SCO1904
18,MAT.19.SCO1904,and it cam aboot that whan jesus had made an end o thae words he quat galilee and cam intil the pairts o judea ayont jordan and great croods followt him and he healed them thar and pharisees cam to him waylayin him and sayin ist lawfu for a man to pit awa his wife for ony cause ava and he answert and quo he to them haeyena read hoo he wha made them at the beginnin made them male and female and said for this wull a man lea his faither and his mither and be joined to his wife and they twa sal be ae flesh sae that they are nae mair twa but ae flesh and sae what god has joined thegither latna man pit sindry they say to him hoo than did moses commaun to gie her a writin o divorcement and to pit awa he says to them moses for the hardness o yere hearts tholed that ye sould pit awa yere wives but frae the beginnin it wasna sae and i say to ye that whasae sal pit awa his wife letabee for adultery and sal wed anither commits adultery and wha weds the divorced wumman commits adultery his disciples say to him gin it be sae wi a man and his wife it isna gude to mairry but he said to them a canna tak in this sayin but only thae to wham it is gien for thar are some eunuchs frae their mithers womb and thar are some sae made eunuchs by men and thar are some that hae made theirsel sae for the kingdom o heevens sake wha has strenth to tak it in lat him tak it in than war brocht till him wee bairns that he soud pit hauns on them and gie them his blessin and the disciples challenged them but jesus said lat the wee bairns come to me and dinna forbid them for sic anes mak up the kingdom o heeven and he pat his hauns on them and gaed awa and see ane cam till him and quo he maister whatna gude thing sal i dae that i may win eternal life and he says to him why div ye speir aboot that whilk is gude ane thar is wha is gude that is god but gin ye wad enter intil life keep the commaunments he speirt at him whilk and jesus said to him ye sanna kill ye sanna commit adultery ye sanna bear fausewitness honor yere faither and yere mither and ye sal loe yere neebor as yersel the lad says a thir i keep what want i yet jesus says to him gin ye wad be perfete gang and sell a ye hae and gie it oot to the puir and ye sal hae gear laid up in heeven and come follow me but whan the young man heard that sayin he gaed awa dowie for he had great estates and jesus said till his disciples it is no an easy thing for a man o muckle gear to enter the kingdom o heeven aye say i tye it is easier for a camel to threid a needles ee than ane rich to enter the kingdom o heeven whan the disciples heard it thev ferlied uncolie and quo they wha than can be savt and jesus dwallin on them wi his een said wi men this wad be impossible but no wi god for wi god a things can be possible peter answert and quo he we hae left a to follow thee what sal we hae than and jesus said to them in the athingsnew whan the son o man sal sit on the thron o his glorie ye as weel sal sit on twal throns ower the twal tribes o isral and ilka ane forsakin hooses or brethren or sisters or faither or mither or bairns or mailin for my names sake sal hae a hunnerfauld and sal inherit life eternal but mony first sal be hin maist and hinmaist first,MAT,19,SCO1904
19,MAT.20.SCO1904,for the kingdom o heeven is like till a man a laird wha gaed oot i the dawin to hire workers intil his vineyaird and whan he had greet wi the laborers for a haufmerk a day he sent them intil his vineyaird and he gaed oot aboot the chap o nine and saw ither anes staunin idle i the merkit and quo he to them gang ye as weel intil the vineyaird and whateer is richt ye sal hae and they gaed their ways and again he gaed oot aboot twal and thrie oclock and did the same and at fyve he gaed oot and faund mair staunin and quo he hoo ist ye staun here idle a the day they say for that nae man feed us he says to them gang ye as weel intil the vineyaird and whateer is richt that sal ye hae sae whan gloamin was come the laird o the vineyaird says to his grieve ca the workers and gie them their fee beginnin frae the hinmaist doon to the first and whan they o fyve oclock cam they gat ilk man a haufmerk and whan the first cam they trowd to hae gotten mair and they as weel gat ilka man a haufmerk and whan they gat it they yammert again the gudeman saying thir last anes hae puttenin ae oor and ye hae made them even wi us wha hae dreed the weary cark and scouther o the day but he answert ane o them and quo he freend i do ye nae wrang didyena takon wi me for a haufmerk tak what belangs tye and gang yere gate it is my wull to gie to this last een as to you ist no richt to hae my ain wull in my ain things is your ee skellied because i am upricht sae the hinmaist sal be first and the first hinmaist for mony are bidden but no a acceptit and as jesus was gaun up to jerusalem he took aside the twal disciples and on the way said to them noo we gang up to jerusalem and the son o man sal be betrayt to the heidpriests and the writers and they sal doom him to death and sal set him ower to the heathen to mock and to clour and to crucify and on the third day he sal rise again than cam till him the mither o zebedees sons wi her sons worshippin him and seeking a thing frae him and he says to her what wad ye quo she till him commaun that thir my twa sons may sit the ane on thy richt haun and the ither on thy left haun i thy kingdom but jesus answert and said ye kenna what ye seek are ye fit to drink o the cup i am to drink o they say till him we are fit he says to them ye sal truly drink my cup but to sit on my richt haun and on my left haun isna mine to gie but to thae my faither has prepart it for and the ten hearin it war unco angry again the twa brithers but jesus cad them till him and said ye a ken hoo the rulers o the nations lord it ower the folk and their great anes exerceese authoritie amang them but sae it sanna be amang you but whasae wad be heigh amang ye lat him be yere servitor and whasae wad be first amang ye lat him be yere thirlman een as the son o man camna to be sert but to ser and to gie up his life a ransom for mony and whan they gaed on frae jericho a great crood followt him and lo twa blin men sittin by the wayside whaneer they kent that jesus gaed by cryt out lord hae mercie on us thou son o dauvid and the folk challenged them that they soud haud their whisht but they skreight oot the mair lord hae mercie on us thou son o dauvid and comin till a staun jesus cad them and said what ist ye wad hae me do for ye they say till him lord that oor een micht be unsteekit and jesus led wi compassion touched their een and at ance they wan their sicht and they followt him,MAT,20,SCO1904
20,MAT.21.SCO1904,and whan they wan nar jerusalem and war come till bethphage at the mount o olives jesus sent forrit twa o his disciples sayin to them gang yere ways to the toun fornent ye and ye sal fin at ance an ass tethert and a cowt wi her lowse them and lead them to me and gin ony ane challenge ye say the lord has need o them and at ance they wull send them noo this was sae that it soud be fulfilled that was said by the prophet tell ye zions dochter tak tent thy king comes to thee lowly and ridin on an ass and a cowt the foal o a toilin ass and the disciples doin as jesus appointit them feshd the ass and the cowt and they laid on their mantles and he sat tharon and a hantle o the thrang spread their mantles i the way ithers cuttit branches frae the trees and strinkled them i the way and a the folk that gaed on afore and they that cam ahint cryt sayin hosanna to the son o dauvid blessed is he comin i the name o the lord hosanna i the heighest heevens and whan he was come tae jerusalem a the citie was putten aboot speirin wha is this and a the folk said this is jesus the prophet frae nazareth o galilee and jesus gaed intil the temple and drave oot a that sellt and bocht i the temple and whammlt ower the tables o the nifferers o siller and the binks o thae that sellt doos and said to them it is puttendoon my hoose sal be cad a hoose o prayer but ye mak it a howff o robbers and there cam till him i the temple the blin and the lameters and he healed them but whan the heidpriests and the writers saw the ferlies that he did and the bairns cryin oot i the temple and sayin hosanna to the son o dauvid they war sair vexed and quo they till him hearyena what thir anes say and jesus says to them aye and haeyena read oot o bairns and sucklins mous hast thou ordeent thy praise and he left them and gaed oot o the city to bethanie and lodged the nicht thar and comin back early tae the city he hungert and seein a figtree by the way he cam tillt and fund naething ont but leaves and quo he lat thar be nae frute o thee frae this forrit for evir and belyve the figtree dwined awa and whan the disciples saw it they ferlied uncolie sayin hoo sune did the figtree dwine awa and jesus answert and said to them truly say i tye gin ye hae faith ye mayna only do as is dune to the figtree but aiblins ye may say to this mountain flit thou and fa intil the sea it sal be dune and ye sal win a things whatsoeer ye ask in prayer believin and whan he was come intil the temple the heidpriests and the elders o the people cam till him as he was teachin and quo they by whatna authoritie div ye do thir things and wha gied ye this authoritie and answerin jesus said to them i wull ask you ae quaisten as weel and gin ye answer me i wull tell ye by whatna authoritie i do thir things the bapteezin o john whaur cam it frae frae heeven or o men and they counsellt amang theirsels sayin gin we say frae heeven he wull say to us why than dinna ye believe him but gin we say frae men we are fleyt o the people for they a haud john as a prophet and they answert jesus and said we canna tell and than he too says to them and naither div i tell you by what authoritie i do thir things but hoo div ye judge noo a man had twa sons and he cam to the first ane and quo he son gang and work the day in my vineyaird he answerin said i winna but eftir he bethocht him and gaed and he cam to the second and said the like and he answert and quo he i aye sir and gaedna whilk o thae twa did his faithers wull they say till him the first ane jesus says to them truly say i tye that the taxmen and the harlots gang intil the kingdom o heeven afore ye for john cam to ye schawin richtousness and ye wadna believe him and ye seein it a didna een repent eftirhaun that ye micht lippen till him hear ye anither parable thar was a laird wha plantit a vineyaird and dykit it roond aboot and howkit a winevat int and biggit a tooer and lat it oot to crofters and gaed awa till anither land and whan the time o frutin drew nar he sent his servants to the crofters to receive his frutes and the crofters took his servants and they cloured ane and slew anither and staned anither and again he sent ither servants mair in number than the first anes and they did to them the same but eftir he sent to them his son sayin they will honour my son the crofters howbeit seein the son said amang theirsels this is the heir come let us slay him and tak his inheritance and they took him and cuist him oot the vineyaird and killed him whan tharfor the laird o the vineyaird sal come what wull he do to thae crofters they say to him unco destruction sal he bring on thae wicked men and wull lat oot the vineyaird to ither crofters wha wull render him the frutes i their seasons jesus says to them did ye nevir read i the word the stane rejeckit o the masons the same was made the heid o the corner frae the lord was this and an unco ferlie in oor een tharfor say i tye the kingdom o god sal be taen awa frae ye and gien till a nation bringin forth the frutes ot and wha fas on this stane sal be sairly cloured but on wham it may fa it wull grind him to poother and the heidpriests and pharisees hearing his parables jaloused that he spak o them but whan they socht to grip him they feart the crood for they did haud him as a prophet,MAT,21,SCO1904
21,MAT.22.SCO1904,and answerin jesus spak to them again in parables and quo he the kingdom o heeven is like to a king wha made a bridalfeast for his son and sent oot his servinmen to tell them wha had a bode and they wadna come and he sent oot mair servants and quo he tell them that are bidden see i hae gotten ready my denner my owsen and my fed things are killed and a is ready come tae the bridalfeast but they geckt at it and gaed their gate ane to his ain mailin and anither to his wares and the lave grippit his servinmen and illtreatit them and slew them and the king was sair angert and he sent oot his airmies and destroyed thae menslayers and brunt their toon than said the king the bridalfeast is a ready but they bidden warna wordie gang ye tharfor to the pairtin o the ways and a een as mony as ye fin ca to the feast and thae servants gaed oot intil the heighroads and gathert thegither a een as mony as they faund baith ill and weel faurd and the bridal had its guests but the king comin ben to see the guests spied a man wantin a waddin garment and speirs at him freend hoo cam ye here wantin a waddingarment and he had nocht to say than said the king to his servants bind him haunandfit and cast him oot intil the deidmirk thar wull be greetin and cherkin o teeth for a hantle are bidden but only a wheen waled oot then gaed the pharisees and counsellt thegither hoo they micht fank him in his talk and they sent their disciples to him wi them o herods pairty and quo they maister we ken ye are leal and true and teach gods ways truly and swither for nae man for ye lookna on the person o men tell us than what think ye ist weel to gie dues to cesar or no but jesus takin tent o their wickedness said to them why fausely deal wi me ye hypocrites schaw me the siller for the dues and they brocht to him a siller penny and he says to them whase is this heid and this inscription they say to him cesars than says he to them gie to cesar cesars things and to god gods things and whan they heard they ferlied uncolie and leain him gaed their gate that vera day cam till him the sadducees wha say thar is nae risinagain and they speirt at him maister moses said gin a man soud dee leain nae bairn his brither sal mairry his wife and rear up seed till his brither noo thar war wi us seeven brithers and the first eftir mairryin deet and haein nae bairn left his wife to his brither in like mainner the second and the third een to the seeventh and eftir them a the wife deet at the great risin than whase wife sal she be o the seeven for they a had her jesus answert them and quo he ye are a wrang for ye ken naither the scripturs nor the pooer o god for in the risinagain they naither wed nor are gien in wedlock but are as the angels in heeven but anent the risinothe deid hae ye no read what god spak tye sayin i am the god o abram and isaacs god and jaucobs god he isna the god o deid men but leevin and a the folk hearin it ferlied muckle at his teachin but the pharisees whan they heard he had putten the sadducees to silence forgathert and ane frae mang them speirt at him a quaisten testin him and sayin maister whilk is the great commaun o the law jesus says till him ye sal loe the lord yere god wi yere hail heart and wi yere hail saul and wi yere hail mind this is the great and first commaun and a second ane is like tillt ye sal loe yere neebor as yersel on thir twa commauns hing a the law and the prophets noo while the pharisees war gaithert thegither jesus speirt at them what think ye aboot the anointit ane whase son is he they say to him dauvids son he said to them hoo than dis dauvid ca him lord sayin jehovah said to my lord sit thou on my richt haun till i mak thy faes thy fitbrod seeing dauvid cas him lord hoo is he his son and nae man was fit to answer him a word naither frae that day forrit daur ony man to speir at him ony mair quaistens,MAT,22,SCO1904
22,MAT.23.SCO1904,than spak jesus to a the folk and till his disciples the writers and the pharisees are sutten doon in moses seat a things tharfor they bid ye do observe them but followna eftir their warks for they say and dona and they bind heavy burdens and lay them on the shouthers o men but they winna move them wi ae finger for they mak braid their amulets and enlairge their tassels and seek for the first seats at feasts and heid places i the kirks and courtesie i the merkits and to be cad maister maister o men but bena ye cad maister for ye hae ae maister christ and a ye are brethren and ca nae man faither on the yirth for ane is yere faither the heevenlie nor be ye cad leaders for ane is yere leader christ but the ane wha is greatest amang ye sal be the ane that sers and whasae sal mak himsel heigh sal be pud doon and whasae sal abase himsel sal be upliftit but wae for ye scribes and pharisees pretenders for ye steek up the kingdom o heeven afore men wha wad gang in ye naither gang in yersels nor alloo them to gang in wha wad wae for you scribes and pharisees pretenders for ye devoor weedows hooses een while ye are makin lang prayers sae sal ye hae the wechtier judgment wae for you scribes and pharisees pretenders for ye gang ower yirth and sea to bring in ae disciple and whan he is sae become ye mak him twafauld mair a son o hell than yersels wae for you ye blin leaders whilk say wha sal sweer by the temple it is nocht but wha sweers by the temples gowd he is hauden o fules and blin whilk is greater the gowd or the temple that hallows the gowd and wha sweers by the offeranstane it is nocht but wha sweers by the offeran ont he is hauden o blin for whilk is mair the offeran or the altarstane that hallows the offeran wha tharfor sweers by the offeranstane sweers by it and by a things ont and wha sweers by the temple sweers by it and by him that dwalls within and wha sweers by heeven sweers by gods thron and by him wha sits tharon wae for you scribes and pharisees pretenders for ye tithe mint and dill and cummin and pit awa the wechtier things o the law justice mercie and faith thir ye behoved to do no leavin the ither undune ye blin leaders ye seil oot the midge and ower wi the caumel wae for you scribes and pharisees pretenders for ye dicht the ootside o the cup and the dish but within they are fu o reivin and riot o blin pharisee mak clean first the inside o the cup and the dish that the ootside ot may be made clean as weel wae for you scribes and pharisees pretenders for ye are like whited tombs whilk look bonnie outside but within are fu o deid mens banes and a uncleanness een sae ye hae the ootward seemin o being holie men but within ye are fu o fauseness and sin wae for you scribes and pharisees pretenders for ye bigg the tombs o the prophets and busk the graffs o the gude and say gif we had but been i the days o oor faithers we wadna hae been ane wi them anent the blude o the prophets sae ye are witnesses to yersels that ye are bairns o thae wha killed the prophets and you fill ye up the measur o yere faithers serpents offspring o vipers hoo are ye to escape the judgment o hell tharfor see i send ye prophets and wyss men and scribes some o them wull ye slay and crucify and some clour i yere kirks and persecute them frae toon tae toon that on ye may fa a the holie blude shed on the earth frae the blude o abel the richtous to the blude of zechariah son o barachiah that ye slew atween the temple and the altar truly say i tye a thir things sal come on this race eh jerusalem jerusalem wha slays the prophets and stanes the messengers sent to her hoo aft and fain would i hae gaithert thy bairns thegither like as a hen gaithers her cleckin aneath her wings and ye wadna see yere hoose and hauld is left a desolate tye for say i tye ye see me nae mair frae this forrit till whansaeer ye may say blessed is he comin i the name o the lord,MAT,23,SCO1904
23,MAT.24.SCO1904,and jesus gaed oot frae the temple and was gangin his ways and his disciples cam to airt him to look at the biggins o the temple but he answert tae them seeyena thae things truly say i tye thar salna remain here ae stane on anither that sanna be cuisten doon and as he sat on the mount o olives his disciples cam till him by theirsels and quo they tell us whan div thae things come and what is the sign o thy comin and o the hinnerend o the warld and jesus answert and quo he tak tent that nae man mistryst ye for mony sal come in my name sayin i am the anointit ane and sal lead mony agley and ye sal hear o weir and a the clash o weir but bena fleyt for a thae things maun come but the end o a isna yet for nation sal rise again nation and kingdom again kingdom and thar wull be dearth and yirdins in a hantle places noo a thir things schaw the oncome o travail than sal they gie ye up to dool and sal slay you and ye sal be hatit o a folk for the sake o me than sal mony stoiter and they sal gie ane anither up and sal hate ane anither and mony fause prophets sal rise and lead mony agley and sin owerflowin the love o mony sal grow cauld but wha tholes to the hinner end sal be saved and thir gudetidins o the kingdom sal be preached in a the warld for a testimonie to the nations and then sal the end come whan than ye see the abomination that ruins a spoken o by daniel the prophet staunin i the holie place wha reads lat him tak tent than thae that are in judea lat them hie to the mountains lat him that is on the hoosetap no gang doon to tak ony o his plenishin oot o the hoose nor lat him wha is in the croft rin back to grip his mantle but wae for thae that are mithers tobe and for thae that gie sook i thae days and pray that yere flittin bena i the winter or on the sabbath for thar sal be dolor and dool sic as nevir has been sin the warld begude till noo na nor evir sal be mair and but for that thae days hae been shortened nae flesh soud hae been saved but for the sake o the waledoot the days are shortened than gin ony man say tye see here is the anointit ane or yonner heedhimna for thar sal rise fause christs and fause prophets and they sal schaw unco signs and ferlies sae as to lead awa gin it war possible een the waledoot theirsels see i hae tellt ye aforehaun sae gin they say tye see he is in the desert gangna oot tak tent he is ben i the chaummer believeitna for as the fireflaucht glints i the east and flares een to the wast sae sal the comin o the son o man be whaureer the carcase is thar wull the kites be gaithert thegither but incontinent eftir the dool o thae days sal the sun be putten oot and the mune sanna gie her licht and the starns sal fa frae their places and the pooers o the heevens sal be cuisten doon and thar sal be displayd abreid the token o the son o man in heeven and than sal a the tribes o the yirth maen and they sal see the son o man come in the cluds o heeven wi unco pooer and glorie and he wull send oot his angels wi an unco blast o a trumpet and they sal gaither thegither his chosen frae the fowr wunds frae ae farawa end o heeven to the ither noo frae the figtree tak her lesson whan her young sprigs are tender and the leaves are comin ye ken simmer is nar and sae een ye whan ye see a thir things ken that it is narhaun een at yere doors truly say i tye this generation sanna pass awa till a thir things are dune heeven and yirth may pass awa but my words sanna pass awa but anent yon day and oor nane kens no een the angels in heeven but my faither alane for een as it was in noahs days sae sal be the comin o the son o man for as i thae days afore the flude they war feastin and drinkin marryin and giean in wedlock to the vera day noah gaed intil the ark and kent na till the flude cam and soopit them a awa sae sal be the comin o the son o man than twa sal be in the field ane sal be taen and the tither left twa sal be grindin at the mill ane is taen and the tither left tak gude tent tharfor for ye kenna on what day yere lord comes but tak ye tent o this that gin the gudeman had kent whan the reiver wad come he wadna hae had his hoose howkit throwe sae be ye aye ready for ye kenna but at some oor ye thinkna the son o man comes wha than is the wyss and leal servant wham his maister has putten ower his hoosehauld to gie them their providin at due times weel is the servant wham his lord whan he comes hame sal fin sae doin truly say i tye he wull set him ower a his haddin but gin that ill servant sal say within his sel my lord is lang in comin and sal begin to clour his fellowservants and to feast and drink wi the drucken the maister o that servant sal come in a day he looksna for him and at an oor he kensna and sal smite him through and his fa sal be wi a the fause anes thar sal be greetin and cherkin o teeth,MAT,24,SCO1904
