,first,second,label
24,"She wull hae a sinn, an ye ir tae gie hïm tha name Jesus, fer he wull save hïs ain fowk frae thair wrangdaeins.” Noo aa thïs wus daen tae brïng aboot whut tha Loard haed saed throu tha proaphit:  “A virgin wull cairrie a wean, a sinn,  an whan he's boarn, he'll be caad Immanuel”  - mainin “God ïs wi iz.”  Whaniver Joseph waakent up, he daen whut tha angel o tha Loard haed toul hïm tae dae, an he tuk Mary hame fer tae be hïs wife.",Iverie tree that daesnae gie guid fruit ïs cut doon an throwed ïntae tha fire.,0
25,But he dïdnae sleep wi hir til eftèr tha wean wus boarn.,"Fer ye swallae up weedas' hooses an ye mak lang prayers fer a show; sae yis'll be condemned aa tha mair.] Wae faa ye, maistèrs o tha Laa an Pharisees, ye hippycrates!",0
26,An he caad hïm bi tha name Jesus.,"Cum alang wi me, an share yer maistèr's happiness!’ Then alang cum tha man that wus gien tha yin baag o siller.",0
27,"Tha spaemen frae tha East  Eftèr Jesus wus boarn ïn Bethlehem ïn Judea, durin tha time that Herod wus Kïng, spaemen frae tha East cum tae Jerusalem an the' axt, “Whar ïs tha yin that haes bin boarn Kïng o tha Jews?","Whaniver tha Pharisees saen thïs, the' axt hïs follaers, “Whut's yer maistèr daein aitin wi thaim tex men an sïnners?” On hearin thïs, Jesus saed, “It ïs no thaim that's weel needs a doctèr, but thaim that's seeck.",0
28,"Fer we hae saen hïs starn ïn tha East an hae cum fer tae woarship hïm.” Whaniver Kïng Herod heerd thïs, he wus baadlie püt aboot, an aa Jerusalem wi hïm.",Why thïs waste?” the' axt.,0
29,"Sae he brocht thegither aa tha Jewish fowk's heid preeshts an maistèrs o tha Laa, an he axt thaim whar tha Christ wus tae be boarn.",Frae then on Judas wus lukkin fer a chaunce tae han hïm ower.,0
30,"In Bethlehem o Judea,” the' saed, “fer thïs ïs whut tha proaphit writ: ‘But you, Bethlehem, ïn tha lan o Judah, ye ir bi nae mains tha laist amang tha rulers o Judah; fer oot o you wull cum a ruler that wull herd ma fowk Israel.’ ”  Then Herod caad tha wise men thegither on tha quait, an he fun oot frae thaim whan ït wus that tha starn haed cum ïntae sicht.",He stapt thair til Herod deed.,0
31,"He sent thaim tae Bethlehem an he toul thaim, “Luk ïn iverie airt fer tha wean.",Dïnnae tell lees aboot ither fowk’.,0
32,"As shuin as yis fin hïm, wud ye brïng me wurd, sae as A can gae an woarship hïm as weel!” Eftèr the' haed heerd whut tha kïng haed tae say, the' set aff on thair wye, an lo an behoul, tha starn the' haed saen ïn tha East went aheid o thaim, til ït stapt richt ower tha place whar tha wean wus.","Furst clain tha inside o tha bicker [an tha plate], an then tha ootside wull be clain as weel.",0
33,"Whaniver the' saa tha starn, the' wur hairt gled.","Alang wi hïm wus a bïg thrang airmed wi swords an stavs, sent oot frae tha heid preeshts an tha eldèrs o tha fowk.",0
34,"The' cum ïntae tha hoose, the' saen tha wee wean wi hïs mither Mary, an the' bood doon an wurshipt hïm.","Noo whaniver tha sodgers haed nailt hïm tae tha cross, the' gemmelt amang thairsels tae dïvide hïs claes.",0
35,Then the' apent thair kïsts an the' set afore hïm thair gifts o gowld an frankincense an myrrh.,"A tell ye tha truith, the' hae got aa the'ir gaun tae get.",0
36,"An bein warnt ïn a draim no tae gae bak tae Herod, the' tuk anither róad bak hame.","But A tell ye that Sodom wull be bettèr aff on tha day o Reckonin ner you.”  Ma yauk ïs aisie  At that time Jesus saed, “Faither, Loard o heiven an irth, A praise ye that ye hae kep these thïngs frae clivir an warlie-wise fowk, an made thaim clear eneuch fer weans tae unnèrstan.",0
37,"Joseph an Mary flee awa tae Egypt  An eftèr the' went awa, an angel o tha Loard appeart tae Joseph ïn a draim.",Frae then on Judas wus lukkin fer a chaunce tae han hïm ower.,0
38,"Git up,” he toul hïm, “tak aff tae Egypt wi tha wean an hïs mither.","In tha same wye, let yer licht shine afore iveriebodie, sae as the' wull see yer guid warks an gie glorie tae yer Faither ïn heiven.",0
39,"Bide thair til A gie ye tha wurd, fer Herod ïs aboot tae hunt oot tha wean fer tae dae awa wi hïm.” Sae up Joseph got, he tuk tha wean an hïs mither wi hïm ïn tha mïddle o tha nicht, an he set aff fer Egypt.",Ye cannae sarve baith God an Gowld.,0
40,He stapt thair til Herod deed.,"Yous bide here an stye awaak wi me.” He gan forrit a weethin, then he bood doon wi hïs face tae tha grun an he prayed, “Ma Faither, ïf ït ïs poassible, may thïs cup o sufferin be tuk awa frae me.",0
41,"An aa thïs brocht aboot whut tha Loard haed saed throu tha proaphit: “Oot o Egypt A hae caad ma sinn.”  Whaniver Herod fun oot he'd bin haad, he wus rïppin, an he gien oardèrs fer tae kïll aa tha weechils ïn Bethlehem an roon aboot, thaim at wus twa yeir oul an unnèr, takkin ïntae accoont tha time he haed bin telt bi tha spaemen.","Whan tha evenin wus weel on, Jesus wus at tha boord alang wi tha Twal.",0
42,"Then whut tha proaphit Jeremiah saed aforehan wud happen cum aboot: “A voice wus heerd ïn Ramah, greetin an lamentin.","Frae tha time Jhone tha Baptiser stairtit tae praich up til noo, fowk ir tryin tae püsh thair wye ïntae tha Kïngdom o Heiven, an violent men ir takkin houl o ït.",0
43,"It wus Rachel greetin fer hir weans; an she niver devalved, acause hir weans wus nae lang'r wi hir.”  Tha femlie cums bak tae Nazareth  But whaniver Herod deed, lo an behoul, an angel o tha Loard appeart ïn a draim tae Joseph ïn Egypt an he saed, “Git up, tak tha wean an hïs mither awa tae tha lan o Israel, fer tha yins that wus gaun tae kïll tha wean ïs deid.” Sae Joseph upt an tuk tha wean an hïs mither an he went ïntae tha lan o Israel.","An hïm that sweers bi tha Hoose o God sweers bi ït, an bi tha Yin that leeves ïn ït.",0
44,"But whan he heerd that Archelaus wus tha Kïng o Judea ïn tha ruim o hïs faither Herod, he wus feart tae gae thair.",Fer whut's ïn yer hairt wull cum oot o yer mooth.,0
45,"Bein warnt ïn a draim, he pued bak tae tha dïstrict o Galilee, an he went an settelt doon ïn a toon caad Nazareth.","Ang'uish ïn Gethsemane  Then Jesus gaed wi hïs follaers tae a place caad Gethsemane, an he toul thaim, “Sït here while A gang ower thair an pray.” He tuk Petèr an tha twa sinns o Zebedee alang wi hïm, an he begun tae be wile sorrafu an gye troublet.",0
46,"Jhone tha Baptiser maks tha wye readie fer Jesus  In thaim days Jhone tha Baptiser cum praichin ïn tha wiles o Judea an sayin, “Turn awa frae yer sïns, fer tha Kïngdom o Heiven ïs nearhan.” Jhone ïs tha yin tha proaphit Isaiah spauk aboot, tellin: “Thair's a voice cryin oot ïn tha wiles, ‘Mak tha wye readie fer tha Loard, mak hïs pads strecht fer hïm!’ ” Jhone's claes wus made o kemel's hair, an he haed a leather belt roon hïs mïddle.","An then A'll tell tha reapers: Gether up tha weeds furst an tye thaim up ïn bunnels fer burnin; then awa an gether up tha wheat an brïng ït ïntae ma barn.’ ”  Tha wee mustèrt seed  Jesus toul thaim yit anither parable: “Tha Kïngdom o Heiven ïs laik a wee mustèrt seed, that a man tuk an sowed ïn hïs fiel.",0
47,An he leeved bi aitin gresshoppers an wile honey.,Ye ir a thrip-stane tae me; fer ye gie nae thocht tae tha thïngs o God.,0
48,Croods gaed oot tae hïm frae Jerusalem alang wi aa tha fowk frae Judea an tha hale dïstrict o tha rïver Joardan.,"Then ït says, ‘A'll jist gae bak tae whar A wus leevin afore.’ Whaniver ït gaes bak, ït fins tha hoose empie, swep clain an aa redd up.",0
49,An thaim at confesst thair sïns wur baptised bi hïm ïn tha Joardan rïver.,"Hïs follaers wur hung'rie got, an the' begun tae pluck tha heids aff tha coarn an the' et thaim.",0
50,"But whan he saa a wheen o Pharisees an Sadducees cumin tae whar he wus baptisin, he saed tae thaim, “Ye sleekit shooer o vipers!",An thair wus a man thair an hïs richt han wus wuthert.,0
51,Wha telt ye tae rin frae tha wrath o God that's cumin?,"Luk see, A hae got twa mair fer ye.’ Hïs maistèr saed, ‘Ye hae daen weel, ye guid an faithfu sarvint!",0
52,Ye maun show bi tha wye ye leeve that ye hae turnt awa frae yer sïns.,We want Barabbas!” the' answert.,0
53,"An dïnnae be thïnkin tae yersels, ‘We hae Abraham fer oor faither’ an hae daen wi that.","Jesus went bak ïntae tha Temple gruns, an while he wus taichin, tha heid preeshts an tha Jewish eldèrs cum up tae hïm.",0
54,A tell ye that oot o thon stanes God can mak weans fer Abraham.,"Tell hïm, ‘Tha Maistèr says, Ma time ïs nearhan, an A'm gaun tae celebrate tha Passower wi ma follaers at yer hoose.’ ” Sae hïs follaers daen jist as Jesus haed bïd thaim, an the' made readie tha boord fer tha Passower mail.",0
55,"God's hatchit ïs noo at tha ruit o tha trees, an thaim that dïnnae gie guid fruit wull be fellt, an pïtcht ïntae tha fire.","Whut's mair impoartin: tha gift, or tha althar that maks tha gift halie?",0
56,A'm baptisin yis wi wattèr fer tae show yis hae repentit.,"Na, A dïdnae cum tae brïng peace, but a sword.",0
57,But thair's yin cumin eftèr me that ïs michtier ner me.,"An whaniver ït wus hairvest time, he sent hïs sarvints tae tha fairmers fer tae collect tha fruit.",0
58,A'm no fït tae cairrie hïs buits.,"A'm tellin ye, jist be on yer gaird agin tha yeast o tha Pharisees an Sadducees.” An then the' unnèrstud that he wus no tellin thaim tae gaird agin tha yeast uised ïn breid, but agin tha taichin o tha Pharisees an Sadducees.",0
59,He wull baptise ye wi tha Halie Spïrit an wi fire.,"Whaniver the' got ït, the' stairtit tae grummle agin tha fairmer.",0
60,"Hïs winnowin fork ïs ïn hïs han, an he wull redd up hïs thrashin-flure, getherin hïs wheat ïntae hïs barn an burnin tha caff wi a fire ye cannae pit oot.”  Jesus baptised bi Jhone  Then Jesus cum frae Galilee tae tha Joardan fer tae be baptised bi Jhone.","Noo tha heid preeshts an tha hale Cooncil wus lukkin fer men that wud wutness agin Jesus, sae the' cud pit hïm tae deith.",0
61,"But Jhone tried tae pit hïm aff, sayin, “It's me that needs tae be baptised bi you, an you ir cumin tae me?” Jesus saed, “Jist dae thïs fer noo; fer thïs ïs tha richt thïng fer iz tae dae, tae cairrie oot tha wull o God.” Sae Jhone gien ïn.","The' wull condemn hïm tae deith, an the'll turn hïm ower tae tha Gentiles fer tae be mockt an whuppt an hung up on a cross.",0
62,"Tha mïnit Jesus wus baptised, he ris up oot o tha wattèr, an jist wi that tha heivens apent, an he saa tha Spïrit o God cumin doon laik a doo an lichtin on hïm.","It ïs writ doon,” he saed tae thaim, “that ‘ma hoose wull be caad a hoose o prayer’, but yous ir turnin ït ïntae a den o robbers!”  Tha blin an tha lameters cum tae hïm thair ïn tha Hoose o God, an he made thaim bettèr.",0
63,Jesus tempit bi tha Deil  Then Jesus wus taen bi tha Spïrit ïntae tha wuldèrness fer tae be tempit bi tha Deil.,"Then he saed tae ït, “May ye niver bair fruit agane!” An at yinst tha tree wuthert up.",0
64,"Eftèr gaun wioot mait fer fowertie days an fowertie nichts, he wus gye hung'rie.","But A'm tellin ye, Elijah haes cum aareadie, an the' dïdnae ken wha he wus, but the' daen tae hïm aa the' wantit.",0
65,"Tha tempter cum tae hïm an saed, “If ye ir tha Sinn o God, tell thaim thair stanes tae turn ïntae breid.” Jesus saed bak tae hïm, “It ïs writ: ‘Man cannae leeve bi breid alane, but bi iverie wurd at cums frae tha mooth o God.’ ” Then tha Deil tuk hïm tae tha halie cïtie an stud hïm up on tha verie tap o tha Hoose o God.","An as he wus scattèrin ït, some drapt doon alang tha pad, an tha burds flew doon an peckt thaim up.",0
66,"If ye ir tha Sinn o God,” saed he, “throw yersel doon!","Fer ye trevel ower lan an sea tae git a sing'l convert, an whaniver he cums roon tae yer wye o thïnkin, ye mak hïm twice as much a sinn o hell as yis ir yersels.",0
67,"Fer tha Guid Buik says: ‘He wull tell hïs angels tae luk eftèr ye, an wi thair hans the' wull haud ye up, fer fear ye dunt yer fit agin a stane.’ ” Jesus saed bak tae hïm, “It's ïn tha Buik forbye: ‘Ye ir no tae temp tha Loard yer God.’ ” An nixt thïng, tha Deil tuk hïm tae a bïg heich muntin an lut hïm see aa tha kïngdoms o tha warl ïn aa thair glorie.",Dïnnae tak whut's no yer ain’.,0
68,"A wull gie ye aa thïs,” he saed, “ïf ye'll jist boo doon an woarship me.” Jesus saed tae hïm, “Awa or that, Satan!",An oniebodie that daesnae tak up hïs cross an follae me ïs no warthie o me.,0
69,"Fer ït ïs writ doon: ‘Ye ir tae woarship tha Loard yer God an tae sarve naebodie but hïm.’ ” Then tha Deil lut hïm be, an angels cum an lukt eftèr hïm.","Tha same thïng happent tae tha saicont brither an tha thurd, richt on doon tae tha seiventh.",0
70,"Tha stairt o Jesus' mïnistrie  Noo whan Jesus heerd tha wittins that Jhone haed bin püt ïn jail, he went bak ïntae Galilee.","He gaed tae tha tomb, an he rowlt bak tha stane an he sut on ït.",0
71,"An eftèr leain Nazareth, he gaed tae Capernaum an he stapt thair.","Aa o a suddent, thair wus a michtie irthquake, fer an angel o tha Loard cum doon frae heiven!",0
72,"Capernaum wus bi tha Loch ïn tha dïstrict o Zebulun an Naphtali -- tae brïng aboot whut wus foretoul bi tha proaphit Isaiah:  “In tha lan o Zebulun an tha lan o Naphtali,  on tha wye tae tha Loch, on tha ither side o tha Joardan,  ïn Galilee whar tha Gentiles leeve -  tha fowk that sut ïn tha dairk  hae saa a bricht licht;  an on tha yins leevin ïn tha lan o tha shedda o deith,  tha licht haes cum ïn.”  Frae then on Jesus begun tae praich, “Turn awa frae yer sïns, fer tha Kïngdom o Heiven haes cum nearhan ye.”  Jesus' furst follaers  Yin day, whan Jesus wus waakin alang tha loch shore o Galilee, he saa twa brithers, Simon caad Petèr an hïs brither Andra.","Hoo can ye say tae yer brither, ‘Let me tak tha skelf oot o yer ee,’ whan luk, aa tha time thair ïs a plenk ïn yer ain ee?",0
73,"The' wur castin a neyt ïntae tha wattèr, fer the' wrocht at tha fïshin.","Is ït aisier tae say, ‘Yer sïns ïs forgien ye,’ or tae say, ‘Get up an waak’?",0
74,"Cum an follae me,” Jesus saed, “an A wull mak ye fïshers o men.” An richt awa the' layed doon thair neyts an the' follaed eftèr hïm.",Guid an baad fruit  Watch oot fer fauss proaphits.,0
75,"He gan on frae thair, an saen twa ither brithers, Jeames tha sinn o Zebedee an hïs brither Jhone.",Jhone's follaers cum an tuk hïs bodie awa an buriet ït.,0
76,"The' wur ïn a bóat wi thair faither Zebedee, mennin thair neyts.","But whaniver that sarvint gaed oot, he cum on yin o hïs fella sarvints that owed hïm twarthie thoosan pun.",0
77,"Jesus caad thaim, an richt awa the' left tha bóat an thair faither, an the' follaed hïm.","He's sufferin sumthin tarrible!” Jesus saed tae hïm, “Weel, A'm cumin tae mak hïm bettèr.” Tha centurion saed, “Loard, tha laiks o me's no fït tae hae ye cum unnèr ma ruif.",0
78,"Jesus maks aa kines o seeck fowk bettèr  Jesus trevelt aa roon Galilee, taichin ïn thair Meetin Hooses, an praichin tha Guid Wittins o tha Kïngdom, an curin iverie disaise an ailment amang tha fowk.",Twa men wull be at wark ïn tha fiel; yin wull be tuk an tha ither left behin.,0
79,"Wurd aboot hïm spreed aa ower Syria, an the' brocht tae hïm aa tha seeck fowk wi aa kines o disaises: thaim that wus tormentit, or bothert wi ïll spïrits, or tuk fïts, or fowk that wus paralysed, an he made thaim bettèr.","An whan Jesus wus daen tellin these parables, he gaed on frae thair, an bak tae hïs hametoon.",0
80,"Bïg croods follaed hïm frae Galilee, an tha Ten Toons, an Jerusalem, an Judea an tha dïstrict on tha ither side o tha rïver Joardan.","Tha crood o fowk wus dumfoonèrt an saed, “We niver saen tha laiks o thïs ïn Israel afore!” But tha Pharisees saed, “It's tha Deil, tha heidyin o tha ïll spïrits that gies hïm tha pooer tae cast oot ïll spïrits!”  A gran hairst ïs waitin  An Jesus trevelt throu aa tha toons an vïllages, taichin ïn thair Meetin Hooses, praichin tha Guid News o tha Kïngdom, an hailin iverie kine o disaise an ailment.",0
81,"Jesus taiches on tha muntin  Noo whaniver he saa tha croods, he gaed up tha muntin an sut doon.","An takkin tha five bannocks an tha twa fïsh an lukkin up tae heiven, he blisst ït an brauk tha bannocks.",0
82,"Hïs follaers gethert roon hïm, an he stairtit tae taich thaim, sayin,  Tha Blissins  “Blisst ir tha puir ïn spïrit, fer thairs ïs tha Kïngdom o Heiven.","An jist then thair appeart afore thaim Moses an Elijah, an the' wur taakin wi Jesus.",0
83,"Blisst ir tha yins that greet, fer the' wull be comfortit.","Fer iveriebodie that axes wull get; hïm that keeps on lukkin wull fin whut he's eftèr; an tae hïm that keeps on rappin, tha dure wull be apent.",0
84,"Blisst ir tha yins that ir gentle, fer the' wull inherit tha irth.","Then yer Faither, that sees whut ïs daen on tha quait, wull reward ye.",0
85,"Blisst ir tha yins that hae a hung'r an a druith fer whut's richt, fer the' wull get thair fïll.",Dae yis still no unnèrstan?,0
86,"Blisst ir tha yins that ir merciefu, fer the' wull be showed mercie.","Ye can be shair o thïs: ïf ye haed a hoose, an ye knowed whut oor o tha nicht a thief wus cumin, ye'd be watchin fer hïm, wud ye no?",0
87,"Blisst ir tha pure ïn hairt, fer the' wull see God.","Blisst ir tha yins that's traitit ïll fer daein whut's richt, fer thairs ïs tha Kïngdom o Heiven.",0
88,"Blisst ir tha yins that warks fer peace, fer the' wull be caad sinns o God.","An at yinst the' got thair sicht bak, an the' follaed eftèr Jesus.",0
89,"Blisst ir tha yins that's traitit ïll fer daein whut's richt, fer thairs ïs tha Kïngdom o Heiven.","Sae yous maun be readie tae, fer ye dïnnae ken tha oor tha Sinn o Man wull cum.",0
90,"Blisst ir you whan fowks baadmooth ye, an trait ye ïll, an miscaa ye on accoont o me.","Petèr kens Jesus ïs tha Messiah  Whaniver Jesus cum tae tha dïstrict o Caesarea Phïlippi, he axt hïs follaers, “Wha dae fowk say tha Sinn o Man ïs?” The' saed, “A wheen say Jhone tha Baptiser; some wud say Elijah; an still ithers, Jeremiah or yin o tha proaphits.” “But whut aboot yersels?” he axt.",0
91,"Be joyfu an gled, acause yis hae a pooerfu reward waitin fer ye ïn heiven, fer the' ïll-traitit tha proaphits that wus thair afore ye ïn jist tha same wye.",Petèr tuk hïm tae tha yin side an begun tae scoul hïm.,0
92,Saut an licht  Yous ir tha saut o tha irth.,Ye maun show bi tha wye ye leeve that ye hae turnt awa frae yer sïns.,0
93,"But ïf tha saut loasses ïts taste, hoo can ït git bak ïts tang?","An agane, tha Kïngdom o Heiven ïs laik a dailer on tha luk-oot fer fancie pearls.",0
94,"It ïs nae lang'r onie use, but fer tae be throwed oot an thrampt unnèr fit.",Fer A want tae gie tha man that wus hired last tha same as A gien you.,0
95,Yous ir tha licht o tha warl.,"Fer hïm that haes plentie wull be gien mair, an he wull hae mair ner eneuch.",0
96,A toon bigged on a hïll cannae be hïd.,Then tha yins that's daen richt wull shine brichtlie laik tha sin ïn thair Faither's Kïngdom.,0
97,Ye dïnnae licht a lamp an pit ït unnèr a boul.,"But jist say that sarvint ïs wïckit an says tae hissel, ‘He's a lang time o cumin, tha maistèr,’ an he stairts tae bate up hïs fella sarvints an tae ait an collogue wi thaim that's fand o tha drïnk; Weel, tha maistèr o that sarvint wull cum bak on a day an oor whan tha sarvint ïsnae lukkin oot fer hïm.",0
98,"Na, ye pit ït on a stan, whar ït gies licht tae tha hale hoose.","An whan Jesus cum tae lan, he fun a quare thrang o fowk fornent hïm, an hïs hairt went oot tae thaim an he cured thair seeck fowk.",0
99,"In tha same wye, let yer licht shine afore iveriebodie, sae as the' wull see yer guid warks an gie glorie tae yer Faither ïn heiven.",He stapt thair til Herod deed.,0
100,"Aboot tha Laa  Dïnnae be thïnkin that A hae cum fer tae dae awa wi tha Laa or tha Proaphits; A hinnae cum fer tae dae awa wi thaim, but fer tae fülfill thaim.","Loard, save me!” he caad oot.",0
101,"A tell ye tha truith, afore heiven an irth passes awa, no tha weeest lettèr, ner even tha weeest stroke o a pen, wull pass awa frae tha Laa afore iveriethin God wants fer ït ïs brocht aboot.","Petèr kens Jesus ïs tha Messiah  Whaniver Jesus cum tae tha dïstrict o Caesarea Phïlippi, he axt hïs follaers, “Wha dae fowk say tha Sinn o Man ïs?” The' saed, “A wheen say Jhone tha Baptiser; some wud say Elijah; an still ithers, Jeremiah or yin o tha proaphits.” “But whut aboot yersels?” he axt.",0
102,"Oniebodie that breks yin o these commauns, even tha laist o thaim, an lairns ithers tae dae tha same, wull be laist thocht o ïn tha Kïngdom o Heiven, but whaiver keeps these commauns an lairns ithers tae dae thaim, wull be gye weel thocht o ïn tha Kïngdom o Heiven.","Then jist let hïm cum doon aff tha cross, an we'll believe ïn hïm!",0
103,"Fer A'm tellin yis thïs: less yer guidness gaes beyont that o tha Pharisees an tha maistèrs o tha Laa, yis'll no git ïntae tha Kïngdom o Heiven, that's fer shair!","Prayer an fastin  An whan yis pray, dïnnae be laik tha hippycrates, fer the' love tae stan an pray ïn tha Meetin Hooses an on tha street coarners fer aa tae see.",0
104,"Aboot ang'r  Yis hae heerd that ït wus saed tae fowk lang syne, ‘Dïnnae commït murdèr, an oniebodie that murdèrs wull be judged fer ït.’ But A'm tellin ye, oniebodie that's even ang'rie wi hïs brither [wioot onie caas] ïs gaun tae be judged fer ït.","Luk at tha burds o tha air; the' dïnnae sow ner reap ner hoord awa ïn barns, an yit yer heivenlie Faither feeds thaim.",0
