,first,second,label
26,"Dis tin make wetin God profet tok happen sey, “I koll my pikin komot from Egypt.”  Wen Herod si sey di wise men deceive am, e vex well-well, so e send sojas make dem go kill all di boys wey don rish two years kom down, bikos e don rish two years wen di wise men kom meet am sey, dem si di star.",Na eye bi di lite for pesin body.,0
27,"Dis one make wetin Profet Jeremaya tok happen sey,  “Pipol hear kry and shaut for Rama.","Dem grow kom out, but di shuku-shuku, shuk dem die.",0
28,"Rashel dey kry for en pikin dem wey don die  and nor-tin wey pipol tok,  fit make en heart strong.”  Josef And En Family Go Back To Nazaret  Afta Herod die, God angel appear to Josef for dream wen e still dey Egypt, kon tell am, “Make yu get up, karry di pikin and en mama go Israel, bikos di pesin wey won kill-am, don die.”  So, e karry di pikin and en mama go Israel back.",How una won take tok good word since una dey wiked?,0
29,"But wen e hear sey Arkelaus dey rule for Judea, afta Herod en papa don die, Josef kon fear to go der.","Anybody wey get ear, make e hear!",0
30,"Afta God don warn am for dream, e kon go Galilee.","I dey naked and una give mi klot wear, wen I nor well, una kare for mi, wen I bin dey prison, una kom visit mi.’  “Den di raitious pipol go ansa, ‘Oga God, wish time wi si yu hongry and dey thirsty, kon feed and give yu sometin drink?",0
31,"Wen e rish Nazaret, e kon stay der.","For early morning, di priest oga dem and di eldas kon dey plan as dem go take kill Jesus.",0
32,"For dat time, John di Baptist dey prish inside wildaness for Judea sey, “Make una turn from sin kom meet God, bikos God Kingdom don near.” Na dis John Profet Isaya tok about sey,  “One pesin dey shaut inside wildaness sey,  ‘Make una make God road strait.’ ”  John wear klot wey dem use kamel hair make, e use leda belt tie waist and na lokust and honey for bush, e dey chop.","Bikos as una dey judge, na so God go take judge una.",0
33,"Pipol from Jerusalem, Judea and all di town wey dey near Jordan River dey run go meet am and e kon baptize dem inside Jordan River, afta dem konfess dia sins.",Di groun bigin shake and rocks kon skata for evriwhere.,0
34,"But wen e si many Farisee and Sadusi pipol dey kom make e baptize dem, e kon tell dem, “Una, snake shidren!","I tell una true word, many profets and good-good pipol don wait taya make dem for hear and si wetin una dey si, but dem nor si or hear am.",0
35,Who warn una about God judgement wey dey kom?,Yes!,0
36,"Naw, make una do wetin go show sey una don turn from sin kom meet God, make una nor tink sey una don free bikos una sey, ‘Abraham na awa papa.’ Make I tell una, God fit turn all dis stone to Abraham shidren!",E kon use parabol tish dem many tins: “Si!,0
37,"Naw sef, dem don put di axe for di tree bottom and any tree wey nor bear betta fruit, dem go kut am trow inside fire.",Na dis bi di first kommandment and naim big pass.,0
38,"I dey baptize una with wota make una for turn from sin kom meet God, but di pesin wey go kom afta, strong pass mi.",Una don hear as e tok against God!,0
39,"I nor big rish to luz di rope wey dey en shoe, na-im go baptize una with Holy Spirit and fire.","Na so e bi with una too, for outside, una bi like good pipol, but for inside, na wayo and sin full una life.",0
40,"Di fan wey e go take blow kanda komot from korn, dey en hand and e go gada and keep en korn inside store kon burn di dirty for faya wey nor dey kwensh.”  John Baptize Jesus Christ  Jesus kom from Galilee make John for baptize am for Jordan River.","Or una neva read for Moses Law sey, priests dey work for Sabat Day, but nobody dey sey dem kommit sin?",0
41,"But John won kon stop am sey, “Na yu suppose baptize mi, instead yu kom meet mi make I baptize yu?”  Jesus ansa, “Make e bi so naw, e betta make wi do evritin wey God wont.” So, John kon baptize am.","But if e nor asept wetin yu tok, take one or two pipol follow body go meet am, bikos matter wey two or three pipol tok put, naim betta pass.",0
42,"As Jesus dey kom out from di wota afta John don baptize am, heaven open and John kon si God Spirit wey bi like dove, stay on-top Jesus head.","But e warn dem sey, make dem nor tell anybody who e bi.",0
43,Di Holy Spirit take Jesus go inside wildaness make devil for tempt am.,"Wen di pipol for der know sey na Jesus, dem send message go all dia village, den dem kon bring all di pipol wey nor well kom meet am, dey beg am sey, “Make di pipol wey nor well tosh yor dress” and all of dem wey tosh am, kon well.",0
44,"Afta Jesus don fast for forty days and forty nites, e kon dey hongry.",Na so e go bi for di day wen di world go end.,0
45,"Den devil kon meet am sey, “If yu bi God pikin, kommand dis stone make e turn to bread.”  Jesus ansa, “God word sey, ‘Nor bi only food man go take survive, but na with evry word wey God tok.’ ”  Den, devil show Jesus di holy town kon make am stand on-top di place wey high pass for di temple and e tell Jesus, “If yu really bi God pikin, jump go down, bikos dem rite for God word sey,  “ ‘God go kommand en angels  make dem do evritin for yu  and dem go katch yu  make yor leg nor nak stone.’ ”  Jesus ansa am, “God word sey, ‘Make yu nor try God wey bi yor Oga God.’ ”  Den devil take Jesus go one mountin wey high well-well kon show am all di kingdom for dis world and all di betta tins inside am.","Wen di disciples si am dey waka on-top wota, fear katch dem.",0
46,"Devil kon tell am, “I go give yu all dis tins, if yu go bow down woship mi.”  Jesus ansa, “Komot here, devil!","E send en savant go koll di pipol wey dem invite kom di party, but dem nor gri kom.",0
47,"Bikos God word sey, ‘Na only God wi suppose to serve and woship.’ ”  So, devil kon leave Jesus and God angels kon bigin help am.",So una neva still undastand?,0
48,"Jesus Prish For Galilee  Wen Jesus hear sey dem don put John inside prison, e kon go back to Galilee.","Wen dem don nail am for cross, dem kon gambol take divide en klot.",0
49,"From der, Jesus komot from Nazaret go Kapanaum wey near di sea, where Zebulun and Naftali pipol dey stay, so dat wetin Profet Isaya tok, go happen:  “Zebulun and Naftali di place  where river for cross Jordan River go Galilee,  where pipol wey nor bi Jew dey stay,  una wey dey darkness,  don si big lite  and una wey don nearly die,  don get life.”  From dat time, Jesus bigin prish sey, “Make una turn from sin kom meet God, bikos God Kingdom don kom meet una.”  Jesus Choose En Disciples  As Jesus dey waka for Galilee wotaside, e si two brodas, Simon wey dem dey koll Pita and Andru en broda, dem dey trow net inside di river dey katch fish.","And anybody wey leave en house, brodas, sistas, papa or mama and land bikos of mi, go get am back hundred times and e go get life wey nor dey end.",0
50,"Jesus kon tell dem, “Make una follow mi and I go make una katch pipol.” At wons, dem leave dia net kon follow Jesus.","Si, I don get two koins join dem.’  “En oga tell am, ‘Yu bi good and wise savant and yu do well!",0
51,"As Jesus komot from der, e kon si two brodas, James and John, with Zebedee dia papa, dey ripair net inside dia boat.","Make wetin yu dey find rish yor hand.” Dat same time, di pikin kon well.",0
52,Den Jesus koll di brodas.,"Anybody wey get ear, make e hear!",0
53,"Kwik-kwik dem run leave dia papa inside di boat, kon follow Jesus.",But di Farisee pipol kon go plan as dem go take kill Jesus.,0
54,Jesus Heal Pipol  Jesus kon dey waka for Galilee dey tish inside dia sinagog.,Di Big Message  So di eleven disciples kon go Galilee for di mountin wey Jesus Christ tell dem.,0
55,E prish about God Kingdom and dey heal pipol wey get difren-difren diziz and doz wey nor well.,"But wen pipol from difren-difren town hear where e go, dem kon follow am.",0
56,So di news about Jesus kon spread go evriwhere for Siria.,"Since yu fit use di small tin wey I give yu, e show sey yu go fit kontrol big-big tins.",0
57,"Dem kon bring pipol wey nor well, wey nor fit waka, pipol wey devil dey worry and di pipol wey demon dey inside dem, kom meet am and e heal all of dem.","Den Man Pikin sign go appear for heaven and all di tribes for dis world, go kry.",0
58,"Many pipol from Galilee, Dekapolis, Jerusalem, Judea and pipol wey dey stay near Jordan River, kon follow am.","I dey baptize una with wota make una for turn from sin kom meet God, but di pesin wey go kom afta, strong pass mi.",0
59,"Wen Jesus si di pipol, e klimb go di mountin and en disciples follow am.","But make una gada betta tins for unasef for heaven, where siti-siti nor go for fit chop dem and dem nor go rust and tif nor go fit enter tif dem, bikos, where una propaty dey, na der una heart go dey too.",0
60,"Afta e don sidan, e kon bigin tish dem sey;  “God go bless una wey dey poor for spirit,  na una go get heaven.","But no one go fall rish groun, escept God allow am.",0
61,"God go bless una wey dey mourn,  bikos E go make una happy.",Di king vex well-well kon send en sojas make dem go kill di pipol wey kill en savants and make dem burn evritin for dia town.,0
62,"God go bless una wey nor dey karry body up,  una go enjoy en promise for dis world.","Una bi like grave wey fine for outside, but di pesin body for inside, don rotin.",0
63,"God go bless una wey dey like to do good tins,  E go give una evritin wey una wont.",Den e klimb one mountin go sidan.,0
64,"God go bless una wey dey sorry for pipol,  una go receive mesi.","Di oda one seize di savants, beat dem anyhow and kill some.",0
65,"God go bless una wey get pure heart,  na una go si God.","Wen e si how pipol plenty rish, e kon sorry for dem, bikos nobody dey to help dem and dem kon dey waka anyhow like sheep wey nor get who dey look dem.",0
66,"God go bless una wey dey make peace,  pipol go koll una God shidren.","E kon sey, “Make una go look for di pikin well-well.",0
67,"God go bless una wey dey sofa bikos una dey do wetin dey rite,  na una go enjoy God Kingdom for heaven.",Dem dey look wetin dey happen for der.,0
68,"God go bless una wey pipol dey curse, dey sofa and lie for una head, bikos of mi, make una happy and make belle sweet una, bikos na big tin dey wait una for heaven.","Afta dem born Jesus for Betlehem wey dey Judea, for di time wey Herod bi king, some wise men from east kon go Jerusalem dey ask, “Where di Jew king wey dem just born?",0
69,"Make una remember sey, na so di profets wey kom before una, sofa too.”  Salt And Lite  “Na una bi salt for dis eart.","Bikos God warn dem for dream make dem nor go back go meet Herod, dem kon pass anoda road go dia house.",0
70,But if salt nor get taste; how e go bi for pipol mout?,"Marriage And Resureshon  For di same day, di Sadusi pipol , kom meet and ask Jesus, “Tisha, Moses tok sey, ‘If man wey nor get pikin die, en broda must marry en wife, so dat e go fit born pikin for en broda wey don die.’ Yu si, e get seven brodas wey dey stay here with us.",0
71,E betta make dem trowey am and make pipol mash am.,"As Jesus dey chop for Matiu house, many tax kollectors and sinnas follow en and en disciples dey chop too.",0
72,"Na una bi lite for dis world and town wey dey on-top mountin, nor dey hide.",Honga go dey evriwhere and eartkweke go happen for difren place.,0
73,"Pesin nor dey lite lamp kon kover am with basin, instead e go put am for where evribody wey dey inside di house go si am.","Wife nor go gri with en husband mama and pesin worse enemy, go bi en own family pipol.",0
74,"Like dat too, make yor lite shine well-well for where pipol dey, so dat dem go si di good tins wey yu dey do, wey go make dem praiz yor Papa wey dey heaven.”  Tishing About Di Law  “Make una nor tink sey I kom spoil Moses Law and di tins wey di profets tish.","Naim make mi dey tell una sey, ‘God go forgive pipol dia sin and all di bad word wey dem tok, but anybody wey curse or tok bad word against di Holy Spirit, God nor go forgi-am.’ Anybody wey tok bad against Man Pikin, God go forgi-am.",0
75,"Nor bi so, misef kom obey dem.","Anybody wey nor karry en cross follow mi, nor go fit bi my disciple.",0
76,"I tell una true word, before dis world go end, evritin wey dey inside di Law, even di small-small ones, go happen.","Wen dem hear sey Jesus dey pass, dem kon bigin shaut, “David Pikin, make yu sorry for us!”  Pipol kon dey shaut for dem make dem kwayet.",0
77,"So anybody wey nor do wetin God kommand and dey tish odas to do as e dey do, naim go small pass for God Kingdom.","If pesin get hundred sheep and one waka lost, e nor go leave di ninty-nine for di bush go find di one wey lost?",0
78,"But pesin wey obey God and tish odas to do wetin di Law tok, na big pesin e go bi for God Kingdom.","Again, God Kingdom bi like net for sea wey katch difren-difren fish.",0
79,"I tell yu di trut, if di good wey yu do, nor betta pass wetin di Farisee and di pipol wey dey tish di Law do, yu nor go fit enter God Kingdom.”  Tishing About Vexnashon And To Kill  “Yu hear as God tell awa papa dem before-before sey, ‘Nor kill and anybody wey kill, God go judge am.’ But I tell una, anybody wey vex for en broda, God go judge am too.","But pesin wey hear my word and e nor do am, e bi like foolish man wey build en house on-top san.",0
80,"Anybody wey curse en broda, go face di kansol and anybody wey koll pesin, ‘Mumu’, go-go hell-fire.","Make una tell am, ‘Di tisha sey, “My time don rish.",0
81,"If yu take gift go altar and yu kon remember sey yor broda get bad belle for yu, make yu leave di gift for di altar, first go setol with yor broda, den yu go fit kom back kon give yor gift.","So di pipol wey dey pass where Jesus Christ dey kon dey laf am and dey shake dia head dey sey, “Yu wey sey yu go distroy di temple kon build am back for three days, make yu save yorsef!",0
82,"Kwik setol with who dey akuiz yu before una rish kourt, if not, e go give yu to di judge and di warda go trow yu inside prison.","From der, Jesus komot from Nazaret go Kapanaum wey near di sea, where Zebulun and Naftali pipol dey stay, so dat wetin Profet Isaya tok, go happen:  “Zebulun and Naftali di place  where river for cross Jordan River go Galilee,  where pipol wey nor bi Jew dey stay,  una wey dey darkness,  don si big lite  and una wey don nearly die,  don get life.”  From dat time, Jesus bigin prish sey, “Make una turn from sin kom meet God, bikos God Kingdom don kom meet una.”  Jesus Choose En Disciples  As Jesus dey waka for Galilee wotaside, e si two brodas, Simon wey dem dey koll Pita and Andru en broda, dem dey trow net inside di river dey katch fish.",0
83,"I tell una di trut, yu nor go komot from dat trobol until yu pay all di money!”  Tishing About Adultery  “Yu hear wey pipol sey, ‘Make yu nor sleep with who yu nor marry.’ But I dey tell una naw sey, ‘Anybody wey look woman kon get di mind to sleep with am, don already kommit sin for en heart.’ If yor rite eye go make yu sin, make yu plok am komot.",Abi e dey happen like dat?,0
84,"E betta sey one part for yor body nor dey, dan sey all yor body enter hell-fire.","Den e kon name am, Jesus.",0
85,"If yor rite hand go make yu do bad tin, make yu kut am trowey!","Den, God pipol go shine like sun inside dia Papa Kingdom.",0
86,"E betta sey one part for yor body nor dey, dan sey all yor body enter hell-fire.”  Tishing About Marriage  “Pipol dey sey, ‘Anybody wey drive en wife, must gi-am paper sey e nor won marry am again.’ But I dey tell una naw sey, anybody wey drive en wife komot from marriage, wey nor bi sey di woman sleep with anoda man, don make di woman kommit adultery and any man wey marry di woman, don kommit adultery too.”  Tishing About Promise  “Again, yu don hear sey dem tell pipol before-before sey, ‘Make yu nor break yor promise, but do wetin yu promise God.’ But I dey tell una naw sey, make una nor ever use heaven swear at-all, bikos na God throne e bi, or with eart, bikos naim God dey put en leg, or use Jerusalem, bikos na di big king town Nor even take yor head swear, bikos yu nor fit make one singol hair white or black.","For der, one Kanaan woman kry kom meet am sey, “Oga God, David Pikin, make yu sorry for mi!",0
87,"Wen yu sey, ‘Yes,’ make yu mean am and wen yu sey ‘No,’ make yu mean am too.","But wen e si many Farisee and Sadusi pipol dey kom make e baptize dem, e kon tell dem, “Una, snake shidren!",0
88,"Any oda tin wey yu tok pass dis, na devil e from kom.”  Tishing About Revensh  “Una hear sey, ‘Anytin anybody do una, make una do am back.’ But I tell una, make una nor fight, if anybody slap yor face, turn di oda side gi-am too.","Den Pilate tell Jesus, “Yu nor hear all di tins wey dem dey tok sey yu do?” But Jesus nor ansa and di govnor kon sopraiz well-well.",0
89,"If anybody drag yor shirt with yu, make yu gi-am yor koat join.",Di papa kon tell di oda boy di same tin.,0
90,"And if anybody force yu waka one mile, make yu follow am waka two mile.","One law tish kon tell Jesus, “Tisha, I go follow yu go anywhere wey yu dey go.”  Jesus ansa am, “Rabbit and bird get dia own house, but Man Pikin nor get where e go fit rest en head.”  Anoda disciple kon sey, “Oga God, make I first go beri my papa.”  Jesus ansa am, “Follow mi, make doz wey don die beri dia dead body.”  Jesus Stop Heavy Breeze For Sea  As Jesus enter di boat, en disciples kon follow am.",0
91,"Give pipol anytin wey dem ask from yu and nor drive anybody wey kom borrow sometin from yu.”  Love Yor Enemy  “Una hear sey, ‘Make una love una neighbour and hate una enemy.’ But I tell una naw sey, ‘Make una love una enemies and pray for pipol wey dey sofa una’, so dat una go bi like una Papa for heaven wey dey allow sun to shine and rain to fall on-top bad and good pipol.","And una Papa wey dey si for sekret, go reward una for pipol present.",0
92,"If una love only di pipol wey love una, wetin una go gain?","Jesus ask dem, “Wish pesin face and name dem stamp put for di money?”  Dem ansa, “Na Caesar own.”  Jesus kon tell dem, “Den, make una give Caesar wetin bi Caesar own and give God, wetin bi God own.”  So wen dem hear wetin e tok, dem kon waka leave am.",0
93,"Na so bad pipol dey do too, abi nor bi so?","And anybody wey take di temple swear, na both di temple and God wey dey stay inside, e take swear.",0
94,"If una dey greet only una brodas, una nor betta pass odas, bikos pipol wey nor know God still dey do like dat, abi nor bi so?","E kon happen sey di man wey won marry, nor kwik kom, so all di virgins kon sleep.",0
95,"Make una nor dey do good bikos una wont make pipol si una; if una do so, God nor go pay una for di good wey una do.",But dem get di same amount.,0
96,"Anytime una give sometin to pipol, make una nor show unasef as pritendas dey do for dia sinagog and road, so dat oda pipol go praiz dem.","I nor wont make dem go back with honga, so dat dem nor go faint for road.”  Di disciples ansa, “As dis pipol plenty so, where wi go fit get food wey go rish dem chop for dis wildaness?”  Jesus ask dem, “How many bread una get?”  Dem ansa, “Na seven bread and some small-small fish.”  So, Jesus tell di pipol make dem sidan for groun, kon take di seven bread and di fish.",0
97,"I tell una true word, dem don already get dia reward.","So, e kon marry Mary, but e nor sleep with am until Mary born di pikin.",0
98,"But wen una dey give, make una nor let una left hand know wetin una rite hand give.","Pipol from Jerusalem, Judea and all di town wey dey near Jordan River dey run go meet am and e kon baptize dem inside Jordan River, afta dem konfess dia sins.",0
99,"So dat una gift, go dey sekret and una Papa wey dey si for sekret, go reward una.”  Tishing About Prayer  “Anytime wey una dey pray, make una nor do like pipol wey dey pritend, wey like to dey stand pray inside sinagog and for road, so dat pipol go si dem.","At last, e send en own pikin go, dey tink sey, ‘May bi dem go respet my pikin.’  “But wen di farmers si di boy, dem kon tell each oda, ‘Di landlord pikin wey go inherit en papa propaty afta e don die, na-im dey kom so.",0
100,"I tell una true word, dem don already get dia reward.",One kountry go fight with anoda kountry and one kingdom go fight with anoda kingdom.,0
101,"But wen una dey pray, make una go inside room, klose di door and pray to una Papa for sekret.",So make una listin and do wetin dem dey tell una.,0
102,"And una Papa wey dey si for sekret, go reward una for pipol present.",Nor bi Mary bi en mama?,0
103,"Wen una dey pray, make una nor tok one word many times as pipol wey dey serve juju dey do, bikos dem tink sey dia juju go hear dem wen dia tok plenty.","If yu really bi God Pikin, make yu kom down from di cross!”  Na like dis too, di priest oga dem, di law tishas and di eldas dey laf am sey, “E save oda pipol, but e nor fit save ensef!",0
104,Make una nor bi like dem.,Di Savant Wey Wise And Good  “Who bi di savant wey wise and good?,0
105,Una Papa know wetin una nid before una bigin ask am.,"Una, snake shidren!",0
106,"So make una pray like dis:  “ ‘Awa Papa wey dey for heaven,  wi praiz yor name,  make yor Kingdom kom,  make wetin yu wont,  happen for dis world as e bi for heaven.","Make una remember wetin I dey tell una so, before dem go happen.",0
107,"Give us di food wey wi go chop evriday,  forgive us all di bad-bad tins wey wi don do,  as wisef dey forgive odas di bad tins wey dem do us.","Again, God Kingdom bi like net for sea wey katch difren-difren fish.",0
108,"Nor allow us enter temptashon,  but make yu save us from bad tins.’  If una forgive oda pipol di bad tins wey dem do una, una Papa wey dey for heaven go forgive una too.","Di pesin wey big pass among una, go bi una savant.",0
109,"But if una nor forgive odas, una Papa sef nor go forgive una.”  Tishing About Fasting  “Wen una dey fast, make una nor skwiz una face like pipol wey dey pritend, so dat pipol go si sey dem dey fast.",Den all di disciples kon run leave am.,0
110,"I tell una true word, dem don already get dia full reward.","I go send profets, wise pipol and law tishas kom meet una and una go kill and nail some for cross, flog some inside una sinagog, den porshu di odas from one town go anoda.",0
111,"But wen una dey fast, make una wosh and rub pomade for una face, so dat odas nor go know sey una dey fast, but only una Papa wey dey for sekret go know.","Make una listin to am!”  Wen di disciples hear di vois, dem fear kon fall face groun.",0
112,"And una Papa wey dey si for sekret, go reward una.”  Propaty Wey Dey Last  “Make una nor just gada propaty for dis world, bikos siti-siti go chop dem or dem go rust or tif fit enter inside di house tif dem.","For judgement day, Sheba kween go kondemn di pipol for dis time, bikos e travel from far place kom hear Solomon wisdom.",0
113,"But make una gada betta tins for unasef for heaven, where siti-siti nor go for fit chop dem and dem nor go rust and tif nor go fit enter tif dem, bikos, where una propaty dey, na der una heart go dey too.",God know how many hair dey for una head.,0
114,Na eye bi di lite for pesin body.,"E betta sey one part for yor body nor dey, dan sey all yor body enter hell-fire.",0
115,"If pesin eye dey okay, lite go full en body.","Make una nor dey judge pipol anyhow, so dat God nor go judge una.",0
116,"But if pesin eye blind, den darkness go full en body.","If not, en disciples go-go tif en body kon tell pipol sey, ‘E don wake-up from deat’ and dis go make di last wayo worse pass di first one.”  So Pilate tell dem, “Make una take plenty sojas go guide di place as una wont.” So dem karry sojas go guide di grave and dem kon block di grave mout, so dat Jesus Christ nor go fit kom out.",0
117,"If di lite wey dey inside una na darkness, di darkness big well-well!","For resureshon day, pipol nor dey marry or give woman out for marriage, bikos dem go bi like angel for heaven.",0
118,"Nobody go fit serve two oga, e go hate one kon love di oda one, or e go serve one with all en heart and nor respet di oda one.","If yor hand or leg dey make yu sin, make yu kut am trowey.",0
119,Nobody go fit serve God and money for di same time.,Who among una wey dey worry go fit add one hour join en life?,0
120,"Make Una Nor Worry  “So I tell una, make una nor worry about una life, wetin una go chop or drink and wetin una go wear for body.","And if God nor reduce di days wen dis tins go happen, evribody go die finish.",0
121,Life nor big pass food?,"Wen di Farisee si wetin dey happen, dem kon bigin ask di disciples, “Wetin make una tisha dey follow tax kollectors and sinnas dey chop?”  Wen Jesus hear wetin dem dey tok, e kon ansa dem, “Pesin wey well nor nid doctor to cure am, but na who nor well, nid am.",0
122,Abi body nor betta pass klot?,Den e tosh di woman and di fever komot from en body.,0
