,first,second,label
13,"And eftir they cam to Babylon, Jehoiachin begat Salathiel; and Salathiel begat Zerubbabel.",And Zerubbabel begat Abiud; and Abiud begat Eliakim; and Eliakim begat Azor.,1
14,And Zerubbabel begat Abiud; and Abiud begat Eliakim; and Eliakim begat Azor.,And Azor begat Sadoc; and Sadoc begat Achim; and Achim begat Eliud.,1
15,And Azor begat Sadoc; and Sadoc begat Achim; and Achim begat Eliud.,And Eliud begat Eleazar; and Eleazar begat Matthan; and Matthan begat Jaucob.,1
16,And Eliud begat Eleazar; and Eleazar begat Matthan; and Matthan begat Jaucob.,"And Jaucob begat Joseph, Maryʼs husband, oʼ wham was born Jesus, wha is caʼd “The Christ.”  Sae aʼ the generations frae Abʼram to Dauvid are fowrteen generations; and frae Dauvid to the takin awaʼ to Babylon fowrteen generations; and frae the takin awaʼ to Babylon to Christ fowrteen generations.",1
17,"And Jaucob begat Joseph, Maryʼs husband, oʼ wham was born Jesus, wha is caʼd “The Christ.”  Sae aʼ the generations frae Abʼram to Dauvid are fowrteen generations; and frae Dauvid to the takin awaʼ to Babylon fowrteen generations; and frae the takin awaʼ to Babylon to Christ fowrteen generations.","Noo the nativitie oʼ Jesus Christ was thisgate: whan his mither Mary was mairryʼt till Joseph, ʼor they cam thegither, she was fund wiʼ bairn oʼ the Holie Spirit.",1
18,"Noo the nativitie oʼ Jesus Christ was thisgate: whan his mither Mary was mairryʼt till Joseph, ʼor they cam thegither, she was fund wiʼ bairn oʼ the Holie Spirit.","Than her guidman, Joseph, bein an upricht man, and no desirin her name soud be iʼthe mooth oʼ the public, was ettlin to pit her awaʼ hidlins.",1
19,"Than her guidman, Joseph, bein an upricht man, and no desirin her name soud be iʼthe mooth oʼ the public, was ettlin to pit her awaʼ hidlins.","But as he had thir things in his mind, see!",1
20,"But as he had thir things in his mind, see!","an Angel oʼ the Lord appearit till him by a dream, sayin, “Joseph, son oʼ Dauvid, binna feared to tak till ye yere wife, Mary; for that whilk is begotten in her is by the Holie Spirit.",1
21,"an Angel oʼ the Lord appearit till him by a dream, sayin, “Joseph, son oʼ Dauvid, binna feared to tak till ye yere wife, Mary; for that whilk is begotten in her is by the Holie Spirit.","And she sal bring forth a son, and ye shall caʼ his name JESUS; for he sal save his folk frae their sins.”  Noo, aʼ this was dune, that it might come to pass what was said by the Lord throwe the prophet,  “Tak tent!",1
22,"And she sal bring forth a son, and ye shall caʼ his name JESUS; for he sal save his folk frae their sins.”  Noo, aʼ this was dune, that it might come to pass what was said by the Lord throwe the prophet,  “Tak tent!","a maiden sal be wiʼ bairn, and sal bring forth a son; and they wull caʼ his name Emmanuel,” whilk is, translatit, “God wiʼ us.”  Sae Joseph, comin oot oʼ his sleep, did as the Angel had bidden him, and took till him his wife.",1
23,"a maiden sal be wiʼ bairn, and sal bring forth a son; and they wull caʼ his name Emmanuel,” whilk is, translatit, “God wiʼ us.”  Sae Joseph, comin oot oʼ his sleep, did as the Angel had bidden him, and took till him his wife.",And leevʼd in continence wiʼ her till she had brocht forth her first‐born son; and caʼd his name JESUS.,1
24,And leevʼd in continence wiʼ her till she had brocht forth her first‐born son; and caʼd his name JESUS.,CHAPTIR TWA.,1
25,CHAPTIR TWA.,The Wyss Men frae the East.,1
26,The Wyss Men frae the East.,"To Egypt, and back again.",1
27,"To Egypt, and back again.","Noo, whan Jesus was born iʼ Bethlehem‐Judah, iʼ the days oʼ King Herod, lo!",1
28,"Noo, whan Jesus was born iʼ Bethlehem‐Judah, iʼ the days oʼ King Herod, lo!",Wyss Men cam frae the East tae Jerusalem.,1
29,Wyss Men cam frae the East tae Jerusalem.,"And quoʼ they, “Whaur is he bidin that is caʼd King oʼ the Jews?",1
30,"And quoʼ they, “Whaur is he bidin that is caʼd King oʼ the Jews?","for iʼ the East we saw his starn, and are come forrit to worship him.”  But the King, hearin, was sair putten‐about; and aʼ Jerusalem wiʼ him.",1
31,"for iʼ the East we saw his starn, and are come forrit to worship him.”  But the King, hearin, was sair putten‐about; and aʼ Jerusalem wiʼ him.","And, gatherin aʼ the heigh‐priests and writers oʼ the nation, he wad ken oʼ them “whaur the Messiah soud be born?”  And quoʼ they, “In Bethlehem‐Judah; for sae it is putten doon by the prophet:  “ ‘And thou, Bethlehem, land oʼ Judah, nane the least amang Judahʼs princes!",1
32,"And, gatherin aʼ the heigh‐priests and writers oʼ the nation, he wad ken oʼ them “whaur the Messiah soud be born?”  And quoʼ they, “In Bethlehem‐Judah; for sae it is putten doon by the prophet:  “ ‘And thou, Bethlehem, land oʼ Judah, nane the least amang Judahʼs princes!","for oot oʼ thee sal come a Ruler, wha sal tend my folk oʼ Israʼl!’ ”  Than, Herod, convenin the Wyss Men privately, faund oot mair strickly oʼ the comin oʼ the starn;  And bad them gang to Bethlehem; and quoʼ he, “Gang, and seek ye oot the wee bairn; and whan ye ken, fesh me word again, that I as weel may come and worship.”  Eftir hearin the King, they gaed awaʼ; and lo!",1
33,"for oot oʼ thee sal come a Ruler, wha sal tend my folk oʼ Israʼl!’ ”  Than, Herod, convenin the Wyss Men privately, faund oot mair strickly oʼ the comin oʼ the starn;  And bad them gang to Bethlehem; and quoʼ he, “Gang, and seek ye oot the wee bairn; and whan ye ken, fesh me word again, that I as weel may come and worship.”  Eftir hearin the King, they gaed awaʼ; and lo!","the starn whilk they saw iʼ the East gaed on afore them, till it stood whaur the wee bairn was.",1
34,"the starn whilk they saw iʼ the East gaed on afore them, till it stood whaur the wee bairn was.","And whan they saw the starn, they were blythe wiʼ unco blytheness.",1
35,"And whan they saw the starn, they were blythe wiʼ unco blytheness.","And comin intil the hoose, they saw the wee bairn, and his mither Mary; and loutin doon, worshippʼt him.",1
36,"And comin intil the hoose, they saw the wee bairn, and his mither Mary; and loutin doon, worshippʼt him.","And openinʼ oot their gear, they offerʼt till him gifts — gowd, and frankincense, and myrrh.",1
37,"And openinʼ oot their gear, they offerʼt till him gifts — gowd, and frankincense, and myrrh.","And bein warned in a dream no to go back till Herod, they airtit their way to their ain kintra anither gate.",1
38,"And bein warned in a dream no to go back till Herod, they airtit their way to their ain kintra anither gate.","Noo whan they had gane, tak tent!",1
39,"Noo whan they had gane, tak tent!","an Angel oʼ the Lord appearʼt to Joseph by a dream, and quoʼ he, “Rise, tak till ye the wee bairn, and his mither, and flee intil Egypt, and bide ye thar till I tell ye; for Herod seeks the wee bairn to destroy him.”  And he, risin, took the wee bairn and his mither by nicht, and cam intil Egypt.",1
40,"an Angel oʼ the Lord appearʼt to Joseph by a dream, and quoʼ he, “Rise, tak till ye the wee bairn, and his mither, and flee intil Egypt, and bide ye thar till I tell ye; for Herod seeks the wee bairn to destroy him.”  And he, risin, took the wee bairn and his mither by nicht, and cam intil Egypt.","And bade there till Herodʼs death: that it soud be fulfilled what was said by the Lord throwe the prophet, “Frae Egypt hae I caʼd my Son.”  Than Herod, seein he was made sport oʼ by the Wyss Men, was unco furious, and sent oot to slay aʼ the lad‐bairns in Bethlehem, and aʼ the kintra‐side aboot, frae twa‐year auld doon: conform tae the time he had been tellʼt by the Wyss Men.",1
41,"And bade there till Herodʼs death: that it soud be fulfilled what was said by the Lord throwe the prophet, “Frae Egypt hae I caʼd my Son.”  Than Herod, seein he was made sport oʼ by the Wyss Men, was unco furious, and sent oot to slay aʼ the lad‐bairns in Bethlehem, and aʼ the kintra‐side aboot, frae twa‐year auld doon: conform tae the time he had been tellʼt by the Wyss Men.","Than cam to pass the sayin oʼ Jeremiah the prophet:  “A voice was heard in Ramah, greetin and maenin, and murnin sair; Raʼhel greetin for her weans, and wadna be comfortit, for that they are‐na!”  But Herod deein, look!",1
42,"Than cam to pass the sayin oʼ Jeremiah the prophet:  “A voice was heard in Ramah, greetin and maenin, and murnin sair; Raʼhel greetin for her weans, and wadna be comfortit, for that they are‐na!”  But Herod deein, look!",an Angel oʼ the Lord by dream appears to Joseph in Egypt.,1
43,an Angel oʼ the Lord by dream appears to Joseph in Egypt.,"And quoʼ he, “Rise!",1
44,"And quoʼ he, “Rise!","tak the wee bairn and his mither, and journey intil Israʼlʼs land; for they that socht the wee bairnʼs life are deid.”  And he raise, and took till him the wee bairn and his mither, and cam intil the land oʼ Israʼl.",1
45,"tak the wee bairn and his mither, and journey intil Israʼlʼs land; for they that socht the wee bairnʼs life are deid.”  And he raise, and took till him the wee bairn and his mither, and cam intil the land oʼ Israʼl.",CHAPTIR THRIE.,1
46,CHAPTIR THRIE.,John bapteezin.,1
47,John bapteezin.,He speaks wiʼ unco plainness to the folk.,1
48,He speaks wiʼ unco plainness to the folk.,Bapteezes the Son of Man.,1
49,Bapteezes the Son of Man.,"Noo, iʼ thae days, comes John the Baptist, preachinʼ iʼ the muirlands oʼ Judea.",1
50,"Noo, iʼ thae days, comes John the Baptist, preachinʼ iʼ the muirlands oʼ Judea.","And quoʼ he, “Repent ye aʼ!",1
51,"And quoʼ he, “Repent ye aʼ!","for the kingdom oʼ Heeven is at haun!”  For it is he wha was tellʼt oʼ by Esaiah the prophet, sayin, “The sough oʼ ane crying oot iʼ the waste, ‘Mak ye ready a gate for the Lord!",1
52,"for the kingdom oʼ Heeven is at haun!”  For it is he wha was tellʼt oʼ by Esaiah the prophet, sayin, “The sough oʼ ane crying oot iʼ the waste, ‘Mak ye ready a gate for the Lord!","Strauchten oot his fitpath!’ ”  And John his sel had his cleedin oʼ camelʼs hair, and a belt oʼ a skin; and his meat was locusts and rock hinny.",1
53,"Strauchten oot his fitpath!’ ”  And John his sel had his cleedin oʼ camelʼs hair, and a belt oʼ a skin; and his meat was locusts and rock hinny.","And thar war gangin oot till him Jerusalem and aʼ Judah, and the kintra‐side aboot Jordan;  And war bapteezʼt by him in Jordan; confessin aʼ their sin.",1
54,"And thar war gangin oot till him Jerusalem and aʼ Judah, and the kintra‐side aboot Jordan;  And war bapteezʼt by him in Jordan; confessin aʼ their sin.","But whan he saw a hantle oʼ the Pharisees and Sadducees come till his bapteezin, quoʼ he to them, “Eh, ye venomous race!",1
55,"But whan he saw a hantle oʼ the Pharisees and Sadducees come till his bapteezin, quoʼ he to them, “Eh, ye venomous race!",Wha has gien ye warninʼ to flee frae comin wrath?,1
56,Wha has gien ye warninʼ to flee frae comin wrath?,Fesh than forth the frutes conform till repentance!,1
57,Fesh than forth the frutes conform till repentance!,"And say‐ye‐na to yersels, ‘We hae Abraʼm till oor faither!’ for say I tʼye, God coud raise up oot oʼ thir stanes, bairns to Abraʼm!",1
58,"And say‐ye‐na to yersels, ‘We hae Abraʼm till oor faither!’ for say I tʼye, God coud raise up oot oʼ thir stanes, bairns to Abraʼm!","And noo is the aixe brocht to the rute oʼ the trees; and ilka tree bringin na forth gude frute is cuttit doon, and cuisten intil the burnin.",1
59,"And noo is the aixe brocht to the rute oʼ the trees; and ilka tree bringin na forth gude frute is cuttit doon, and cuisten intil the burnin.","I, indeed, div in watir bapteeze ye intil repentance; but he wha follows me is sterker nor mysel; whase shoon Iʼse no fit to cairry; he sal bapteeze ye wiʼ Holie Spirit, and flaughts oʼ fire.",1
60,"I, indeed, div in watir bapteeze ye intil repentance; but he wha follows me is sterker nor mysel; whase shoon Iʼse no fit to cairry; he sal bapteeze ye wiʼ Holie Spirit, and flaughts oʼ fire.","Whase fanner is in his neive, and heʼse scour‐oot his threshin‐flair, and gaither his wheat intil his girnal; but the cauff wull he burn in nevir‐endin lowe!”  Than cam Jesus frae Galilee tae John, to be bapteezʼt oʼ him.",1
61,"Whase fanner is in his neive, and heʼse scour‐oot his threshin‐flair, and gaither his wheat intil his girnal; but the cauff wull he burn in nevir‐endin lowe!”  Than cam Jesus frae Galilee tae John, to be bapteezʼt oʼ him.","Noo, John wad hae forbidden him; and quoʼ he, “I hae need oʼ thy bapteezin, and come ye to me?”  But Jesus answerʼt him, and said, “Sae be it e noo; for sae it behoves us to fulfil aʼ richt‐gangin!” Than he contentit him.",1
62,"Noo, John wad hae forbidden him; and quoʼ he, “I hae need oʼ thy bapteezin, and come ye to me?”  But Jesus answerʼt him, and said, “Sae be it e noo; for sae it behoves us to fulfil aʼ richt‐gangin!” Than he contentit him.","And Jesus, whan he was bapteezʼt, gaed up straucht frae the watir, and lo!",1
63,"And Jesus, whan he was bapteezʼt, gaed up straucht frae the watir, and lo!","the heevens war unsteekit till him, and he saw the Spirit oʼ God comin doon like a doo, and lichtin upon him.",1
64,"the heevens war unsteekit till him, and he saw the Spirit oʼ God comin doon like a doo, and lichtin upon him.",And tak tent!,1
65,And tak tent!,CHAPTIR FOWR.,1
66,CHAPTIR FOWR.,Sautan has a tulzie wiʼ Christ.,1
67,Sautan has a tulzie wiʼ Christ.,Jesus taks up wiʼ Capernaum; and bids a wheen disciples.,1
68,Jesus taks up wiʼ Capernaum; and bids a wheen disciples.,"Than was Jesus airtit by the Spirit intil the wilderness, thar to be testit oʼ the Enemy.",1
69,"Than was Jesus airtit by the Spirit intil the wilderness, thar to be testit oʼ the Enemy.","And whan he had fastit for forty days and nichts, he was spent wiʼ hunger.",1
70,"And whan he had fastit for forty days and nichts, he was spent wiʼ hunger.","And whan the Tempter cam till him, quoʼ he, “Gin thou be Godʼs Son, speak to thir stanes, that they be bannocks!”  But he, answerin till him, said, “No allenarlie on breid leeves man, but by ilk word oʼ Godʼs mooth!”  Than the deevil taks him wiʼ him intil the holie citie, and pits him on the tapmaist towerickie oʼ the Temple.",1
71,"And whan the Tempter cam till him, quoʼ he, “Gin thou be Godʼs Son, speak to thir stanes, that they be bannocks!”  But he, answerin till him, said, “No allenarlie on breid leeves man, but by ilk word oʼ Godʼs mooth!”  Than the deevil taks him wiʼ him intil the holie citie, and pits him on the tapmaist towerickie oʼ the Temple.","And quoʼ he till him, “Gin ye be Godʼs Son, cast yersel ower; for it is putten‐doon, ‘Till his Angels sal he gie chairge anent ye; and on their hauns sal they haud ye up, that ye clour‐na yere fit again a stane!’ ”  Quoʼ Jesus till him, “Ance mair it is putten‐doon, ‘Ye sanna temp the Lord yere God!’ ”  And again the Enemy taks him up intil an unco heigh mountain, and airts him till aʼ the kingdoms oʼ the yirth, and aʼ their glorie;  And says till him, “Aʼ thae things gie I tʼye gin ye, faʼin doon, gie worship to me!”  Than quoʼ Jesus till him, “Awa, Sautan!",1
72,"And quoʼ he till him, “Gin ye be Godʼs Son, cast yersel ower; for it is putten‐doon, ‘Till his Angels sal he gie chairge anent ye; and on their hauns sal they haud ye up, that ye clour‐na yere fit again a stane!’ ”  Quoʼ Jesus till him, “Ance mair it is putten‐doon, ‘Ye sanna temp the Lord yere God!’ ”  And again the Enemy taks him up intil an unco heigh mountain, and airts him till aʼ the kingdoms oʼ the yirth, and aʼ their glorie;  And says till him, “Aʼ thae things gie I tʼye gin ye, faʼin doon, gie worship to me!”  Than quoʼ Jesus till him, “Awa, Sautan!","for it is putten‐doon, ‘The Lord yere God sal ye worship; and him alane sal ye serʼ!’ ”  Than the deevil quats him; and lo!",1
73,"for it is putten‐doon, ‘The Lord yere God sal ye worship; and him alane sal ye serʼ!’ ”  Than the deevil quats him; and lo!",the Angels cam to serʼ him.,1
74,the Angels cam to serʼ him.,"Noo whan it was tellʼt him that John was taen haud oʼ, he gaed awaʼ intil Galilee:  And forsakin Nazareth, he cam and made his dwallin iʼ Capernaum, on the side oʼ the Loch, on the border oʼ Zabulon and Naphtali;  That it micht come to pass what said Esaiah the Prophet,  “Land oʼ Zabulon!",1
75,"Noo whan it was tellʼt him that John was taen haud oʼ, he gaed awaʼ intil Galilee:  And forsakin Nazareth, he cam and made his dwallin iʼ Capernaum, on the side oʼ the Loch, on the border oʼ Zabulon and Naphtali;  That it micht come to pass what said Esaiah the Prophet,  “Land oʼ Zabulon!",and land oʼ Naphtali!,1
76,and land oʼ Naphtali!,Galilee oʼ the nations!,1
77,Galilee oʼ the nations!,"The folk that were sittin iʼ the mirk, saw an unco licht; and till aʼ thae sittin iʼ the land and the mirkness oʼ the deid, the licht raise up!”  Frae that time forth begude Jesus to preach; and quoʼ he, “Repent ye!",1
78,"The folk that were sittin iʼ the mirk, saw an unco licht; and till aʼ thae sittin iʼ the land and the mirkness oʼ the deid, the licht raise up!”  Frae that time forth begude Jesus to preach; and quoʼ he, “Repent ye!","for Heevenʼs kingdom draws nar‐haun!”  And walkin by the Loch oʼ Galilee, he saw twa brithers, Simon, , and Andro his brither, castin aboot a net iʼ the Loch, for they war fisher‐folk.",1
79,"for Heevenʼs kingdom draws nar‐haun!”  And walkin by the Loch oʼ Galilee, he saw twa brithers, Simon, , and Andro his brither, castin aboot a net iʼ the Loch, for they war fisher‐folk.","And quoʼ he to them, “Follow ye me!",1
80,"And quoʼ he to them, “Follow ye me!","and Iʼse mak ye fishers oʼ men!”  And they, withoot ado, left the nets, and gaed eftir him.",1
81,"and Iʼse mak ye fishers oʼ men!”  And they, withoot ado, left the nets, and gaed eftir him.","And gangin forrit tharawa, he saw ither twa brithers, James, son oʼ Zebedee, and his brither John, in a smack wiʼ Zebedee their faither, workin on their nets: and he bad them “Come!”  And they, forsakin the boat, and their faither, gaed eftir him.",1
82,"And gangin forrit tharawa, he saw ither twa brithers, James, son oʼ Zebedee, and his brither John, in a smack wiʼ Zebedee their faither, workin on their nets: and he bad them “Come!”  And they, forsakin the boat, and their faither, gaed eftir him.","And Jesus gaed ower aʼ Galilee, instructin iʼ their kirks, and giean forth the Blythe‐Message oʼ the Kingdom, and healin aʼ diseases, and aʼ infirmities amang the folk.",1
83,"And Jesus gaed ower aʼ Galilee, instructin iʼ their kirks, and giean forth the Blythe‐Message oʼ the Kingdom, and healin aʼ diseases, and aʼ infirmities amang the folk.","And the sough oʼ him gaed oot intil aʼ Syria: and they feshʼt till him aʼ wha war ill wiʼ aʼ diseases and pains, and thae possessʼt wiʼ demons, and dementit, and that had a stroke: and he healed them.",1
84,"And the sough oʼ him gaed oot intil aʼ Syria: and they feshʼt till him aʼ wha war ill wiʼ aʼ diseases and pains, and thae possessʼt wiʼ demons, and dementit, and that had a stroke: and he healed them.","And unco thrangs followʼt him — frae Galilee, and the Ten Cities, and Jerusalem, and Judea, and ayont the Jordan.",1
85,"And unco thrangs followʼt him — frae Galilee, and the Ten Cities, and Jerusalem, and Judea, and ayont the Jordan.",CHAPTIR FYVE.,1
86,CHAPTIR FYVE.,Whaʼs happy?,1
87,Whaʼs happy?,A wheen auld sayins strauchtit oot.,1
88,A wheen auld sayins strauchtit oot.,Ettle ye perfection?,1
89,Ettle ye perfection?,"And, seein the thrang oʼ folk, he gaed up intil a mountain; and whan he was sutten‐doon, his disciples gatherʼt aboot.",1
90,"And, seein the thrang oʼ folk, he gaed up intil a mountain; and whan he was sutten‐doon, his disciples gatherʼt aboot.","And he openʼt his mooth, and instructit them; and quoʼ he:  “Happy the spirits that are lown and cannie: for the kingdom oʼ Heeven is waitin for them!",1
91,"And he openʼt his mooth, and instructit them; and quoʼ he:  “Happy the spirits that are lown and cannie: for the kingdom oʼ Heeven is waitin for them!",Happy they wha are makin their maen; for they sal finʼ comfort and peace.,1
92,Happy they wha are makin their maen; for they sal finʼ comfort and peace.,Happy the lowly and meek oʼ the yirth: for the yirth sal be their ain haddin.,1
93,Happy the lowly and meek oʼ the yirth: for the yirth sal be their ain haddin.,Happy they whase hunger and drouth are aʼ for holiness: for they sal be satisfyʼt!,1
94,Happy they whase hunger and drouth are aʼ for holiness: for they sal be satisfyʼt!,Happy the pitfuʼ: for they sal win pitie theirsels!,1
95,Happy the pitfuʼ: for they sal win pitie theirsels!,Happy the pure‐heartit: for their een sal dwal upon God!,1
96,Happy the pure‐heartit: for their een sal dwal upon God!,Happy the makkers‐up oʼ strife: for they sal be coontit for bairns oʼ God!,1
97,Happy the makkers‐up oʼ strife: for they sal be coontit for bairns oʼ God!,Happy the ill‐treatit anes for the sake oʼ gude: for theyʼse hae the kingdom oʼ God!,1
98,Happy the ill‐treatit anes for the sake oʼ gude: for theyʼse hae the kingdom oʼ God!,"Happy sal ye be when folk sal miscaʼ ye, and ill‐treat ye, and say aʼ things again ye wrangouslie for my sake!",1
99,"Happy sal ye be when folk sal miscaʼ ye, and ill‐treat ye, and say aʼ things again ye wrangouslie for my sake!","Joy ye, and be blythe!",1
100,"Joy ye, and be blythe!",for yere meed is great in Heeven!,1
101,for yere meed is great in Heeven!,for eʼen sae did they to the prophets afore ye!,1
102,for eʼen sae did they to the prophets afore ye!,"The saut oʼ the yirth are ye: but gin the saut hae tint its tang, hooʼs it to be sautit?",1
103,"The saut oʼ the yirth are ye: but gin the saut hae tint its tang, hooʼs it to be sautit?",Is it no clean useless?,1
104,Is it no clean useless?,"to be cuisten oot, and trauchlʼt under folkʼs feet.",1
105,"to be cuisten oot, and trauchlʼt under folkʼs feet.",Ye are the warldʼs licht.,1
106,Ye are the warldʼs licht.,A toon biggit on a hill‐tap is aye seen.,1
107,A toon biggit on a hill‐tap is aye seen.,"Nor wad men licht a crusie, and pit it neath a cog, but set it up; and it gies licht to aʼ the hoose.",1
108,"Nor wad men licht a crusie, and pit it neath a cog, but set it up; and it gies licht to aʼ the hoose.",Sae lat yere licht gang abreid amang men; that seein yere gude warks they may gie God glorie.,1
109,Sae lat yere licht gang abreid amang men; that seein yere gude warks they may gie God glorie.,"Think‐na I am come to do awaʼ wiʼ the Law, or the Prophets: Iʼse no come to do awaʼ, but to bring to pass!",1
110,"Think‐na I am come to do awaʼ wiʼ the Law, or the Prophets: Iʼse no come to do awaʼ, but to bring to pass!","For truly say I tʼye, Till Heeven and Yirth dwine awaʼ, ae jot or ae tittle fails‐na oʼ aʼ the Law, till aʼ comes to pass!",1
111,"For truly say I tʼye, Till Heeven and Yirth dwine awaʼ, ae jot or ae tittle fails‐na oʼ aʼ the Law, till aʼ comes to pass!","Than, wha breaks ane oʼ thae weeʼst commauns, and gars ithers sae do, he sal be caʼd sma iʼ the kingdom oʼ Heeven: but wha sal keep them, and spread them abreid, he sal be caʼd great iʼ the kingdom oʼ Heeven.",1
112,"Than, wha breaks ane oʼ thae weeʼst commauns, and gars ithers sae do, he sal be caʼd sma iʼ the kingdom oʼ Heeven: but wha sal keep them, and spread them abreid, he sal be caʼd great iʼ the kingdom oʼ Heeven.","For I say till ye, Gin yere gudeness gang‐na yont the Scribes and Pharisees, neʼer sal ye win intil the kingdom oʼ Heeven!",1
113,"For I say till ye, Gin yere gudeness gang‐na yont the Scribes and Pharisees, neʼer sal ye win intil the kingdom oʼ Heeven!","Ye ken hoo it was spoken till the folk oʼ auld: ‘Ye maunna kill; and whasae kills is in danger oʼ the Coort.’  “But say I tʼye, Whasae is angry wiʼ his brither‐man, sal be in danger oʼ the Coort: and wha sal say to his brither‐man, ‘Gonyel!’ sal be in danger oʼ the Cooncil: but wha sal say ‘Fule!’ sal be in danger oʼ the fire oʼ hell!",1
114,"Ye ken hoo it was spoken till the folk oʼ auld: ‘Ye maunna kill; and whasae kills is in danger oʼ the Coort.’  “But say I tʼye, Whasae is angry wiʼ his brither‐man, sal be in danger oʼ the Coort: and wha sal say to his brither‐man, ‘Gonyel!’ sal be in danger oʼ the Cooncil: but wha sal say ‘Fule!’ sal be in danger oʼ the fire oʼ hell!","Sae, gin ye fesh yere offerin to the altar‐place, and thar bethink ye oʼ a sairness in a britherʼs mind anent ye,  “Pit doon yere gift fornent the offerin‐stane, and haud awa; first, be at ane wiʼ yere brither‐man, and syne come and offer yere gift!",1
115,"Sae, gin ye fesh yere offerin to the altar‐place, and thar bethink ye oʼ a sairness in a britherʼs mind anent ye,  “Pit doon yere gift fornent the offerin‐stane, and haud awa; first, be at ane wiʼ yere brither‐man, and syne come and offer yere gift!","Mak up wiʼ yere enemy while ye are yet in the highway wiʼ him; sae as he gies‐ye‐na ower to the judge, and the judge to the officer, and ye be cuisten intil prison.",1
116,"Mak up wiʼ yere enemy while ye are yet in the highway wiʼ him; sae as he gies‐ye‐na ower to the judge, and the judge to the officer, and ye be cuisten intil prison.","Truly say I tʼye, Ye come‐na oot, till ye ha paid the last bodle!",1
117,"Truly say I tʼye, Ye come‐na oot, till ye ha paid the last bodle!","Ye hae heard it was said lang syne, ‘Ye sanna commit adultery!’  “But say I tʼye, Whasae sets his een on a wumman wiʼ desire, has eʼen e‐noo committit the sin wiʼ her in his heart!",1
118,"Ye hae heard it was said lang syne, ‘Ye sanna commit adultery!’  “But say I tʼye, Whasae sets his een on a wumman wiʼ desire, has eʼen e‐noo committit the sin wiʼ her in his heart!","And gin yere richt ee ensnare ye, oot wʼit, and cast it frae ye!",1
119,"And gin yere richt ee ensnare ye, oot wʼit, and cast it frae ye!","it is for yere gude that ae member soud be destroyʼt, and no that yere hail body soud faʼ intil hell!",1
120,"it is for yere gude that ae member soud be destroyʼt, and no that yere hail body soud faʼ intil hell!","And gin yere richt haun ensnare ye, cut it aff, and cast it awa!",1
121,"And gin yere richt haun ensnare ye, cut it aff, and cast it awa!","better for ye that ae member soud fail, and no that yere hail body soud faʼ intil hell!",1
122,"better for ye that ae member soud fail, and no that yere hail body soud faʼ intil hell!","The sayin has been, ‘Whasae pits awa his wife, lat him gie her a written divorcement!’  “But say I, Whasae pits awa his wife, let abee for the cause oʼ adultery, gars her commit adultery; and whasae weds her that is putten awa commits adultery.",1
123,"The sayin has been, ‘Whasae pits awa his wife, lat him gie her a written divorcement!’  “But say I, Whasae pits awa his wife, let abee for the cause oʼ adultery, gars her commit adultery; and whasae weds her that is putten awa commits adultery.","Ance mair, ye ken it has been said by them oʼ by‐past time, ‘Ye sanna mansweer yersel, but yeʼse render to the Lord yere aiths!’  “But say I, Sweer‐na ava!",1
