,first,second,label
32,"Was dat time wen da Babylon armies wen make prisonas all da Jew guys, an take um away Babylon side.","Afta dey take um away Babylon side, had fourteen faddahs: Koniah, he Shealtiel faddah.",1
33,"Afta dey take um away Babylon side, had fourteen faddahs: Koniah, he Shealtiel faddah.","Shealtiel, he Zerubbabel faddah.",1
34,"Shealtiel, he Zerubbabel faddah.","Zerubbabel, he Abiud faddah.",1
35,"Zerubbabel, he Abiud faddah.","Abiud, he Eliakim faddah.",1
36,"Abiud, he Eliakim faddah.","Eliakim, he Azor faddah.",1
37,"Eliakim, he Azor faddah.","Azor, he Zadok faddah.",1
38,"Azor, he Zadok faddah.","Zadok, he Akim faddah.",1
39,"Zadok, he Akim faddah.","Akim, he Eliud faddah.",1
40,"Akim, he Eliud faddah.","Eliud, he Eleazar faddah.",1
41,"Eliud, he Eleazar faddah.","Eleazar, he Mattan faddah.",1
42,"Eleazar, he Mattan faddah.","Mattan, he Jacob faddah.",1
43,"Mattan, he Jacob faddah.","Jacob, he Joseph faddah.",1
44,"Jacob, he Joseph faddah.","An Joseph, he Mary husban.",1
45,"An Joseph, he Mary husban.","Mary born Jesus, da one dey call da Christ Guy, da Spesho Guy God Wen Sen.",1
46,"Mary born Jesus, da one dey call da Christ Guy, da Spesho Guy God Wen Sen.","So, da lis fo da faddahs from Abraham till King David, get fourteen faddahs, one afta da odda, an from King David till dey come prisonas Babylon side, get fourteen faddahs, an from wen dey prisonas Babylon side till Jesus, da Christ Guy, get fourteen faddahs.",1
47,"So, da lis fo da faddahs from Abraham till King David, get fourteen faddahs, one afta da odda, an from King David till dey come prisonas Babylon side, get fourteen faddahs, an from wen dey prisonas Babylon side till Jesus, da Christ Guy, get fourteen faddahs.","Befo Mary born Jesus, da Spesho Guy God Wen Sen, dis happen.",1
48,"Befo Mary born Jesus, da Spesho Guy God Wen Sen, dis happen.","Mary, she make ready fo marry Joseph.",1
49,"Mary, she make ready fo marry Joseph.","But befo dey marry, da Good An Spesho Spirit make her get hapai.",1
50,"But befo dey marry, da Good An Spesho Spirit make her get hapai.","Joseph, da guy dat goin come her husban, he one guy dat do da right ting erytime, an he no like make her come shame in front da peopo.",1
51,"Joseph, da guy dat goin come her husban, he one guy dat do da right ting erytime, an he no like make her come shame in front da peopo.","So he figga, “I no goin marry her, but I no goin tell nobody.”  But wen he stay figga lidat, right den an dea, wen he stay dreaming, one angel messenja guy from Da One In Charge come by him.",1
52,"So he figga, “I no goin marry her, but I no goin tell nobody.”  But wen he stay figga lidat, right den an dea, wen he stay dreaming, one angel messenja guy from Da One In Charge come by him.","Da angel guy tell, “Eh Joseph!",1
53,"Da angel guy tell, “Eh Joseph!",You from King David ohana.,1
54,You from King David ohana.,"No sked take Mary fo come yoa wife, cuz she hapai from God Spirit dat stay good an spesho.",1
55,"No sked take Mary fo come yoa wife, cuz she hapai from God Spirit dat stay good an spesho.","She goin born one boy, an you goin name um Jesus, cuz he goin get his peopo outa da kine bad stuff dey do.” All dis happen jalike Isaiah wen tell, da guy dat talk fo God long time befo time,   “Lissen up!",1
56,"She goin born one boy, an you goin name um Jesus, cuz he goin get his peopo outa da kine bad stuff dey do.” All dis happen jalike Isaiah wen tell, da guy dat talk fo God long time befo time,   “Lissen up!","One young wahine  Who neva sleep wit nobody,  Goin get hapai.",1
57,"One young wahine  Who neva sleep wit nobody,  Goin get hapai.",She goin born one boy.,1
58,She goin born one boy.,"Dey goin name him Emmanuel.”  (“Emmanuel” mean, “God stay hea now wit us guys.”)  Joseph wake up an he do wat da angel guy from Da One In Charge tell him fo do.",1
59,"Dey goin name him Emmanuel.”  (“Emmanuel” mean, “God stay hea now wit us guys.”)  Joseph wake up an he do wat da angel guy from Da One In Charge tell him fo do.","He take Mary home, fo come his wife.",1
60,"He take Mary home, fo come his wife.",But he neva sleep wit her befo she born her boy.,1
61,But he neva sleep wit her befo she born her boy.,An he name him Jesus.,1
62,An he name him Jesus.,"Jesus, he born Betlehem town, Judea side.",1
63,"Jesus, he born Betlehem town, Judea side.","Herod, he da king dat time.",1
64,"Herod, he da king dat time.",An you know wat?,1
65,An you know wat?,Had dese smart guys dat know plenny bout da stars.,1
66,Had dese smart guys dat know plenny bout da stars.,"Dey come Jerusalem town from one far place, from da east side.",1
67,"Dey come Jerusalem town from one far place, from da east side.","Dey tell, “Wea da boy dat born, da King fo da Jews?",1
68,"Dey tell, “Wea da boy dat born, da King fo da Jews?","We wen spock one star come up da east side dat show dat he born awready, an we come hea fo go down in front him an show him plenny respeck.” Wen King Herod hear dat, he come all shook up an sked.",1
69,"We wen spock one star come up da east side dat show dat he born awready, an we come hea fo go down in front him an show him plenny respeck.” Wen King Herod hear dat, he come all shook up an sked.","All da peopo inside Jerusalem, dey all come shook up an sked too.",1
70,"All da peopo inside Jerusalem, dey all come shook up an sked too.",Den Herod tell all da Main Pries guys an all da teacha guys dat teach da Rules From God to da peopo fo come by him.,1
71,Den Herod tell all da Main Pries guys an all da teacha guys dat teach da Rules From God to da peopo fo come by him.,"He tell, “Try tell me wea God Spesho Guy goin born.” Dey tell um, “He goin born Betlehem, Judea side.",1
72,"He tell, “Try tell me wea God Spesho Guy goin born.” Dey tell um, “He goin born Betlehem, Judea side.",Cuz da guy Micah wen tell dis :   “ ‘Eh!,1
73,Cuz da guy Micah wen tell dis :   “ ‘Eh!,"You Betlehem guys, ova dea Judah side!",1
74,"You Betlehem guys, ova dea Judah side!",All da leadas inside Judah  Tink Betlehem importan.,1
75,All da leadas inside Judah  Tink Betlehem importan.,Cuz from dea goin come one leada.,1
76,Cuz from dea goin come one leada.,"He goin take kea God peopo,  Da Israel peopo.’ ”  Den Herod tell da guys dat know plenny bout da stars fo come by him.",1
77,"He goin take kea God peopo,  Da Israel peopo.’ ”  Den Herod tell da guys dat know plenny bout da stars fo come by him.","Dey come, but dey neva tell nobody.",1
78,"Dey come, but dey neva tell nobody.",He find out from dem wat time da star show up inside da sky.,1
79,He find out from dem wat time da star show up inside da sky.,Den he sen um Betlehem.,1
80,Den he sen um Betlehem.,"He tell, “Go!",1
81,"He tell, “Go!",Look all ova da place till you find da boy.,1
82,Look all ova da place till you find da boy.,Den come back ova hea an tell me.,1
83,Den come back ova hea an tell me.,"Cuz I like go dea fo go down in front him an show him respeck too.”  Afta dey hear wat da king tell um fo do, dey go.",1
84,"Cuz I like go dea fo go down in front him an show him respeck too.”  Afta dey hear wat da king tell um fo do, dey go.",An you know wat?,1
85,An you know wat?,"Da same star, da one dey see befo, wen dey stay da east side, dat star go in front dem, an stop right ova da place wea da boy stay.",1
86,"Da same star, da one dey see befo, wen dey stay da east side, dat star go in front dem, an stop right ova da place wea da boy stay.","Dey spock da star, an dey feel real good inside.",1
87,"Dey spock da star, an dey feel real good inside.",Dey go inside da house.,1
88,Dey go inside da house.,Dey see da boy an his muddah Mary.,1
89,Dey see da boy an his muddah Mary.,Dey go down in front him an show him respeck.,1
90,Dey go down in front him an show him respeck.,"Den dey take out dea rich stuffs, an give um to Jesus.",1
91,"Den dey take out dea rich stuffs, an give um to Jesus.","Dey give um gold, incense, an spesho kine myrrh perfume.",1
92,"Dey give um gold, incense, an spesho kine myrrh perfume.",Afta dat dey get one dream from God.,1
93,Afta dat dey get one dream from God.,"He tell um, “You guys betta not go back by King Herod.” So dey go home one diffren way.",1
94,"He tell um, “You guys betta not go back by King Herod.” So dey go home one diffren way.","Afta da guys dat know plenny bout da stars go home, you know wat?",1
95,"Afta da guys dat know plenny bout da stars go home, you know wat?","Had one angel guy from Da One In Charge come by Joseph, wen he stay dream.",1
96,"Had one angel guy from Da One In Charge come by Joseph, wen he stay dream.","Da angel guy tell him, “Eh Joseph!",1
97,"Da angel guy tell him, “Eh Joseph!",Wake up!,1
98,Wake up!,"Take yoa boy an his muddah, an go run Egypt side.",1
99,"Take yoa boy an his muddah, an go run Egypt side.",Stay ova dea till I tell you fo come back.,1
100,Stay ova dea till I tell you fo come back.,"King Herod, he goin look fo da boy fo kill um dass why.” Az why Joseph get up, an take his boy an Mary, an dat nite dey run Egypt side.",1
101,"King Herod, he goin look fo da boy fo kill um dass why.” Az why Joseph get up, an take his boy an Mary, an dat nite dey run Egypt side.",Dey stay dea till Herod mahke.,1
102,Dey stay dea till Herod mahke.,"King Herod, he find out dat da guys dat know plenny bout da stars trick him, an he come real wild.",1
103,"King Herod, he find out dat da guys dat know plenny bout da stars trick him, an he come real wild.","He sen his army guys an tell um, “Go inside Betlehem an all da odda place ova dea, an kill all da small boys.” Dey kill all da boys two year ol an mo younga.",1
104,"He sen his army guys an tell um, “Go inside Betlehem an all da odda place ova dea, an kill all da small boys.” Dey kill all da boys two year ol an mo younga.","Herod figga dat time, cuz da guys dat know plenny bout da stars wen tell him wat time da star show up firs time.",1
105,"Herod figga dat time, cuz da guys dat know plenny bout da stars wen tell him wat time da star show up firs time.","Dis happen jalike Jeremiah wen tell, da guy dat talk fo God long time befo time:   “Dey hear one voice from inside Ramah,  Rachel, she stay cry real hard,  She real sore inside,  An cry fo her kids,  She no like nobody come by her,  Cuz da kids mahke awready.”  Dey Come Back From Egypt Side  Bumbye, King Herod mahke.",1
106,"Dis happen jalike Jeremiah wen tell, da guy dat talk fo God long time befo time:   “Dey hear one voice from inside Ramah,  Rachel, she stay cry real hard,  She real sore inside,  An cry fo her kids,  She no like nobody come by her,  Cuz da kids mahke awready.”  Dey Come Back From Egypt Side  Bumbye, King Herod mahke.",One angel messenja guy from Da One In Charge come by Joseph wen he stay dream ova dea Egypt side.,1
107,One angel messenja guy from Da One In Charge come by Joseph wen he stay dream ova dea Egypt side.,"Da angel guy tell him, “Eh Joseph!",1
108,"Da angel guy tell him, “Eh Joseph!",Wake up!,1
109,Wake up!,"Take yoa boy an his muddah, an go Israel side.",1
110,"Take yoa boy an his muddah, an go Israel side.","Da guys dat like kill da boy, stay mahke awready.”  So den Joseph get up fo take Jesus an Mary an go back Israel side.",1
111,"Da guys dat like kill da boy, stay mahke awready.”  So den Joseph get up fo take Jesus an Mary an go back Israel side.",But he hear dat Arkelaus come king Judea side afta his faddah Herod mahke.,1
112,But he hear dat Arkelaus come king Judea side afta his faddah Herod mahke.,Joseph sked fo go ova dea.,1
113,Joseph sked fo go ova dea.,"God tell him inside one dream, “You betta not go ova dea.” So he go Galilee side, an make house Nazaret town.",1
114,"God tell him inside one dream, “You betta not go ova dea.” So he go Galilee side, an make house Nazaret town.","John Da Baptiza Guy Teach Da Peopo    Afta Jesus grow up, John Da Baptiza Guy show up inside da boonies Judea side fo teach da peopo.",1
115,"John Da Baptiza Guy Teach Da Peopo    Afta Jesus grow up, John Da Baptiza Guy show up inside da boonies Judea side fo teach da peopo.","He tell, “You guys gotta come sorry fo all da kine bad stuff you stay do now, an no do um no moa.",1
116,"He tell, “You guys gotta come sorry fo all da kine bad stuff you stay do now, an no do um no moa.","Cuz God in da sky stay King hea now.” Befo time, Isaiah, da guy dat talk fo God, talk bout John wen he tell dis:  “He goin talk real loud inside da boonies,  ‘Eh!",1
117,"Cuz God in da sky stay King hea now.” Befo time, Isaiah, da guy dat talk fo God, talk bout John wen he tell dis:  “He goin talk real loud inside da boonies,  ‘Eh!",Make da road ready fo Da One In Charge!,1
118,Make da road ready fo Da One In Charge!,"Make da road strait fo him!’ ”   An you know, John, his clothes come from da camel hair.",1
119,"Make da road strait fo him!’ ”   An you know, John, his clothes come from da camel hair.",He make one rope outa ledda fo one belt.,1
120,He make one rope outa ledda fo one belt.,"He eat grasshoppa, an he get honey from da bees.",1
121,"He eat grasshoppa, an he get honey from da bees.","Had choke plenny peopo go by him ova dea from Jerusalem, from Judea, an from all ova from da Jordan Riva side.",1
122,"Had choke plenny peopo go by him ova dea from Jerusalem, from Judea, an from all ova from da Jordan Riva side.","Dey stay tell dey sorry fo all da kine bad stuff dey wen do, an he baptize dem in da Jordan Riva.",1
123,"Dey stay tell dey sorry fo all da kine bad stuff dey wen do, an he baptize dem in da Jordan Riva.",Plenny Pharisee guys an Sadducee guys come fo him baptize dem too.,1
124,Plenny Pharisee guys an Sadducee guys come fo him baptize dem too.,"He see um, an tell, “Eh you guys!",1
125,"He see um, an tell, “Eh you guys!",You guys jalike one snake ohana!,1
126,You guys jalike one snake ohana!,God had it wit all da bad kine stuff you do.,1
127,God had it wit all da bad kine stuff you do.,He goin punish you guys fo dat.,1
128,He goin punish you guys fo dat.,No way you guys goin get away!,1
129,No way you guys goin get away!,"Jalike one fruit tree give same kine fruit, you guys gotta do da kine good stuff dat show you come sorry fo do all da kine bad stuff you stay do, an no do um no moa.",1
130,"Jalike one fruit tree give same kine fruit, you guys gotta do da kine good stuff dat show you come sorry fo do all da kine bad stuff you stay do, an no do um no moa.",Eh!,1
131,Eh!,"No tink, ‘Jus cuz Abraham oua main faddah us guy no goin get punish!’ I stay tell you guys now, God can take dese rocks ova hea an make kids fo Abraham outa dem.",1
132,"No tink, ‘Jus cuz Abraham oua main faddah us guy no goin get punish!’ I stay tell you guys now, God can take dese rocks ova hea an make kids fo Abraham outa dem.","Awready get one guy wit one ax, all ready fo cut da tree roots.",1
133,"Awready get one guy wit one ax, all ready fo cut da tree roots.","All da trees dat no make good fruit, he goin cut um, an throw um inside da fire.",1
134,"All da trees dat no make good fruit, he goin cut um, an throw um inside da fire.","All you guys, I goin baptize you guys wit watta.",1
135,"All you guys, I goin baptize you guys wit watta.",Dat goin show dat you guys come sorry fo do all da kine bad stuff you stay do an no do um no moa.,1
136,Dat goin show dat you guys come sorry fo do all da kine bad stuff you stay do an no do um no moa.,"But afta me, goin come anodda guy.",1
137,"But afta me, goin come anodda guy.",He get mo powa den me.,1
138,He get mo powa den me.,An you know wat?,1
139,An you know wat?,I not even spesho enuff fo help him hemo his slippas.,1
140,I not even spesho enuff fo help him hemo his slippas.,"Da way he goin baptize you guys, jalike he goin baptize you guys wit da Good An Spesho Spirit fo take ova you, jalike he baptize you guys wit fire!",1
141,"Da way he goin baptize you guys, jalike he goin baptize you guys wit da Good An Spesho Spirit fo take ova you, jalike he baptize you guys wit fire!","Jalike he goin throw all da wheat fo let da wind blow all da no good parts from da wheat, an den he goin put dat wheat inside da storage place.",1
142,"Jalike he goin throw all da wheat fo let da wind blow all da no good parts from da wheat, an den he goin put dat wheat inside da storage place.","Dat time, Jesus come from Galilee side to da Jordan Riva wea John stay, fo John baptize him.",1
143,"Dat time, Jesus come from Galilee side to da Jordan Riva wea John stay, fo John baptize him.","But John tell Jesus, “How come you come by me?",1
144,"But John tell Jesus, “How come you come by me?","Me, I no can baptize you.",1
145,"Me, I no can baptize you.","Eh, I need fo you baptize me!”  But Jesus tell, “Dass okay fo you baptize me, fo show we like do eryting da right way.”  So John tell, “Shoots, we go den.” An he baptize Jesus.",1
146,"Eh, I need fo you baptize me!”  But Jesus tell, “Dass okay fo you baptize me, fo show we like do eryting da right way.”  So John tell, “Shoots, we go den.” An he baptize Jesus.","Right afta John baptize Jesus, Jesus come out from da watta, an you know wat?",1
147,"Right afta John baptize Jesus, Jesus come out from da watta, an you know wat?",Da sky rip open.,1
148,Da sky rip open.,Jesus spock God Spirit stay come down on top him.,1
149,Jesus spock God Spirit stay come down on top him.,Look jalike one dove.,1
150,Look jalike one dove.,An wow!,1
151,An wow!,"Had one voice from da sky tell, “Dis my boy.",1
152,"Had one voice from da sky tell, “Dis my boy.","Da Devil Satan Try Presha Jesus Fo Do Bad Kine Stuffs     Afta dat, God Spirit take Jesus to da boonies, fo da Devil try presha him fo make um do bad kine stuff.",1
153,"Da Devil Satan Try Presha Jesus Fo Do Bad Kine Stuffs     Afta dat, God Spirit take Jesus to da boonies, fo da Devil try presha him fo make um do bad kine stuff.","Forty day, forty nite, Jesus pray an he neva eat notting.",1
154,"Forty day, forty nite, Jesus pray an he neva eat notting.",Afta dat time he stay real hungry.,1
155,Afta dat time he stay real hungry.,So Satan go by him an presha him.,1
156,So Satan go by him an presha him.,"He tell Jesus, “So, wat?",1
157,"He tell Jesus, “So, wat?",You God Boy fo real kine?,1
158,You God Boy fo real kine?,"Den tell dese rocks hea fo come food.”   But Jesus tell, “Da Bible tell,  “ ‘No mo nobody dat can live ony wit food,  Gotta lissen eryting God tell,  Fo live fo real kine.’ ”  Den da Devil take him to Jerusalem, da town dat stay spesho fo God, an make him go up da big towa on top da temple.",1
159,"Den tell dese rocks hea fo come food.”   But Jesus tell, “Da Bible tell,  “ ‘No mo nobody dat can live ony wit food,  Gotta lissen eryting God tell,  Fo live fo real kine.’ ”  Den da Devil take him to Jerusalem, da town dat stay spesho fo God, an make him go up da big towa on top da temple.","Da Devil tell, “So, wat?",1
160,"Da Devil tell, “So, wat?",You God Boy fo real kine?,1
161,You God Boy fo real kine?,"Kay den, go jump down dea, cuz da Bible tell,  “ ‘God goin tell his angel messenja guys fo take kea you.’  “Da Bible tell dis too:  “ ‘Dey goin pick you up an carry you in dea hands,  Fo yoa feets no get bus up on da rocks.’ ”   But Jesus tell, “Da Bible tell: ‘God, he Da One In Charge a you.",1
162,"Kay den, go jump down dea, cuz da Bible tell,  “ ‘God goin tell his angel messenja guys fo take kea you.’  “Da Bible tell dis too:  “ ‘Dey goin pick you up an carry you in dea hands,  Fo yoa feets no get bus up on da rocks.’ ”   But Jesus tell, “Da Bible tell: ‘God, he Da One In Charge a you.","So no try presha him fo make um show proof dat he God.’ ”  Den da Devil take him up on top one big mountain, an show him all da diffren countries all ova da world, an how awesome dey stay.",1
163,"So no try presha him fo make um show proof dat he God.’ ”  Den da Devil take him up on top one big mountain, an show him all da diffren countries all ova da world, an how awesome dey stay.","Da Devil tell um, “I give you all dis, if you go down an show me plenny respeck.”   Jesus tell him, “Beat it awready, Satan!",1
164,"Da Devil tell um, “I give you all dis, if you go down an show me plenny respeck.”   Jesus tell him, “Beat it awready, Satan!","Da Bible befo time tell,  “ ‘Gotta go down on yoa knees  An show plenny respeck to God, Da One In Charge,  An live an work ony fo him.’ ”  Den da Devil go way from Jesus, an you know wat?",1
165,"Da Bible befo time tell,  “ ‘Gotta go down on yoa knees  An show plenny respeck to God, Da One In Charge,  An live an work ony fo him.’ ”  Den da Devil go way from Jesus, an you know wat?",Angel guys from Da One In Charge come an kokua Jesus.,1
166,Angel guys from Da One In Charge come an kokua Jesus.,"Dat time, Herod guys wen throw John Da Baptiza guy in prison.",1
167,"Dat time, Herod guys wen throw John Da Baptiza guy in prison.","Jesus hear dat, an he go Galilee side.",1
168,"Jesus hear dat, an he go Galilee side.","He go Nazaret town, an den go from dea, an make house inside Capernaum.",1
169,"He go Nazaret town, an den go from dea, an make house inside Capernaum.","Dass one town by da lake side, ova dea Zebulun an Naftali ohana land side.",1
170,"Dass one town by da lake side, ova dea Zebulun an Naftali ohana land side.","Dis happen jalike da guy Isaiah wen tell, da one dat talk fo God long time befo time:   *“Zebulun side, Naftali side,  On top da road to da lake, da odda side Jordan Riva,  Galilee side wea get diffren peopos dat donno God,  Da peopo ova dea dat stay inside da dark,  Dey see one big light now.",1
171,"Dis happen jalike da guy Isaiah wen tell, da one dat talk fo God long time befo time:   *“Zebulun side, Naftali side,  On top da road to da lake, da odda side Jordan Riva,  Galilee side wea get diffren peopos dat donno God,  Da peopo ova dea dat stay inside da dark,  Dey see one big light now.","An all da guys dat stay  In da dark place wea peopo goin mahke,  Da light come fo dem.”   Dass wen Jesus start fo teach da peopo.",1
172,"An all da guys dat stay  In da dark place wea peopo goin mahke,  Da light come fo dem.”   Dass wen Jesus start fo teach da peopo.","One time Jesus stay walk by Galilee Lake, an he spock two braddahs, Simon da guy dey call Peter, an his braddah Andrew.",1
173,"One time Jesus stay walk by Galilee Lake, an he spock two braddahs, Simon da guy dey call Peter, an his braddah Andrew.","Dey stay throw net inside da watta, cuz dey fishamen.",1
174,"Dey stay throw net inside da watta, cuz dey fishamen.","He tell um, “Eh, you guys!",1
175,"He tell um, “Eh, you guys!",Go come be my guys!,1
176,Go come be my guys!,"Da way you guys fish fo fish, I goin teach you guys how fo fish fo peopo!” Right den an dea, dey jus leave da nets an go wit him.",1
177,"Da way you guys fish fo fish, I goin teach you guys how fo fish fo peopo!” Right den an dea, dey jus leave da nets an go wit him.","He go from dea an he spock two odda braddahs, James an his braddah John.",1
178,"He go from dea an he spock two odda braddahs, James an his braddah John.","Zebedee, dea faddah.",1
179,"Zebedee, dea faddah.","Dey inside da boat wit dea faddah, an dey stay fixing da nets.",1
180,"Dey inside da boat wit dea faddah, an dey stay fixing da nets.",Jesus tell um fo come.,1
181,Jesus tell um fo come.,"Right den an dea da braddahs go way from da boat an dea faddah, an dey go wit Jesus.",1
182,"Right den an dea da braddahs go way from da boat an dea faddah, an dey go wit Jesus.",Den Jesus go all ova Galilee fo teach inside da Jew churches.,1
183,Den Jesus go all ova Galilee fo teach inside da Jew churches.,"He tell da peopo all da Good Kine Stuff bout how can get God fo dea king, an he make all da sick peopo come good from all kine sick.",1
184,"He tell da peopo all da Good Kine Stuff bout how can get God fo dea king, an he make all da sick peopo come good from all kine sick.","Erybody hear bout him, from dea all ova Syria side.",1
185,"Erybody hear bout him, from dea all ova Syria side.","Dey bring all da peopo wit all kine sick by him: erybody dat hurt, an suffa plenny, da peopo dat get bad spirits dat take ova dem, peopo dat shake an roll all ova, an peopo dat no can move.",1
186,"Dey bring all da peopo wit all kine sick by him: erybody dat hurt, an suffa plenny, da peopo dat get bad spirits dat take ova dem, peopo dat shake an roll all ova, an peopo dat no can move.",An Jesus make um all come good.,1
187,An Jesus make um all come good.,"Plenny peopo go wit him from Galilee side, from all da Ten Towns, from Jerusalem, from Judea, an from da odda side a da Jordan Riva.",1
188,"Plenny peopo go wit him from Galilee side, from all da Ten Towns, from Jerusalem, from Judea, an from da odda side a da Jordan Riva.","Jesus Teach On Top Da Mountain Side  Jesus see choke plenny peopo, az why he go litto bit up da mountain.",1
189,"Jesus Teach On Top Da Mountain Side  Jesus see choke plenny peopo, az why he go litto bit up da mountain.","He sit down dea fo teach, an da guys he wen pick fo teach um come by him fo lissen.",1
190,"He sit down dea fo teach, an da guys he wen pick fo teach um come by him fo lissen.",He start fo teach um.,1
191,He start fo teach um.,"He tell um:  “Da peopo dat know dey pooa an need God inside dem,  Dey can stay good inside  Cuz God in da sky, he dea King.",1
192,"He tell um:  “Da peopo dat know dey pooa an need God inside dem,  Dey can stay good inside  Cuz God in da sky, he dea King.","Da peopo dat cry inside,  Dey can stay good inside  Cuz God goin kokua dem.",1
193,"Da peopo dat cry inside,  Dey can stay good inside  Cuz God goin kokua dem.","Da peopo dat no need make odda guys tink dey importan erytime,  Dey can stay good inside  Cuz God goin give um da whole world.",1
194,"Da peopo dat no need make odda guys tink dey importan erytime,  Dey can stay good inside  Cuz God goin give um da whole world.","Da peopo dat erytime fo real kine like do da right ting,  Dey can stay good inside  Cuz God goin help um do um.",1
195,"Da peopo dat erytime fo real kine like do da right ting,  Dey can stay good inside  Cuz God goin help um do um.","Da peopo dat pity da odda peopo, an give um chance,  Dey can stay good inside  Cuz God goin pity dem an give um chance too.",1
196,"Da peopo dat pity da odda peopo, an give um chance,  Dey can stay good inside  Cuz God goin pity dem an give um chance too.","Da peopo dat go all out fo God inside,  Dey can stay good inside  Cuz dey goin see God.",1
197,"Da peopo dat go all out fo God inside,  Dey can stay good inside  Cuz dey goin see God.","Da peopo dat help da odda peopo come frenz one mo time,  Dey can stay good inside  Cuz God goin tell, ‘Dey my kids.’   “Da peopo dat do wass right,  An suffa fo dat,  Dey can stay good inside  Cuz God in da sky, he dea King.",1
198,"Da peopo dat help da odda peopo come frenz one mo time,  Dey can stay good inside  Cuz God goin tell, ‘Dey my kids.’   “Da peopo dat do wass right,  An suffa fo dat,  Dey can stay good inside  Cuz God in da sky, he dea King.","You guys goin stay good inside wen peopo tell you guys you good fo notting, an make you suffa, an tell all kine bad kine stuff bout you az not true.",1
199,"You guys goin stay good inside wen peopo tell you guys you good fo notting, an make you suffa, an tell all kine bad kine stuff bout you az not true.",Peopo do all dat cuz you my guys.,1
200,Peopo do all dat cuz you my guys.,"Dance an sing, cuz bumbye God goin get plenny good kine stuff fo give you guys from wea he stay inside da sky.",1
201,"Dance an sing, cuz bumbye God goin get plenny good kine stuff fo give you guys from wea he stay inside da sky.",You guys know how da food need salt fo stay good long time.,1
202,You guys know how da food need salt fo stay good long time.,"Same ting, da peopo all ova da world need you guys.",1
203,"Same ting, da peopo all ova da world need you guys.","But if da salt no do wat suppose to do, how you goin make um do wat suppose to do one mo time?",1
204,"But if da salt no do wat suppose to do, how you goin make um do wat suppose to do one mo time?",No can!,1
205,No can!,Dat kine salt no good.,1
206,Dat kine salt no good.,Ony good fo throw da salt outside wea da peopo walk.,1
207,Ony good fo throw da salt outside wea da peopo walk.,You guys jalike da light dat help da peopo all ova da world fo see.,1
208,You guys jalike da light dat help da peopo all ova da world fo see.,You no can hide one town on top one hill.,1
