,first,second,label
140,"E tell Jedus say, “Since ya God Son, shrow yasef down fom yah.","Cause dey done write down een God Book say,  ‘God gwine gii orda ta e angel dem,  tell um fa tek cyah ob ya.",1
141,"Cause dey done write down een God Book say,  ‘God gwine gii orda ta e angel dem,  tell um fa tek cyah ob ya.","De angel dem gwine tote ya een dey han,  so dat ya ain gwine hut eben  ya foot pon a rock.’ ”  Jedus tell de Debil say, “Dey done write down noda ting een God Book, say, ‘Mus dohn try fa test de Lawd ya God.’ ”  Atta dat, de Debil tek Jedus op ta a high place an show um all de country dem een de whole wol wid all dey powa an all dey purty ting wa dey got.",1
142,"De angel dem gwine tote ya een dey han,  so dat ya ain gwine hut eben  ya foot pon a rock.’ ”  Jedus tell de Debil say, “Dey done write down noda ting een God Book, say, ‘Mus dohn try fa test de Lawd ya God.’ ”  Atta dat, de Debil tek Jedus op ta a high place an show um all de country dem een de whole wol wid all dey powa an all dey purty ting wa dey got.","De Debil tell Jedus say, “A gwine gii ya all dem ting ef ya bow down an woshup me op.”  Jedus tell um say, “Git way fom yah, Satan!",1
143,"De Debil tell Jedus say, “A gwine gii ya all dem ting ef ya bow down an woshup me op.”  Jedus tell um say, “Git way fom yah, Satan!","Cause dey done write down een God Book say, ‘Mus woshup de Lawd ya God an mus dohn saab nobody cep um.’ ”  Den de Debil lef Jedus, an de angel dem come fa tek cyah ob um.",1
144,"Cause dey done write down een God Book say, ‘Mus woshup de Lawd ya God an mus dohn saab nobody cep um.’ ”  Den de Debil lef Jedus, an de angel dem come fa tek cyah ob um.","Jedus Staat E Wok een Galilee  Mark :-; Luke :-  Wen Jedus yeh dat dey done pit John eenta de jailhouse, e gone back ta Galilee.",1
145,"Jedus Staat E Wok een Galilee  Mark :-; Luke :-  Wen Jedus yeh dat dey done pit John eenta de jailhouse, e gone back ta Galilee.",Bot e ain gone ta Nazareth.,1
146,Bot e ain gone ta Nazareth.,"E gone fa lib een Capernaum, one willage close ta Lake Galilee, een de arie ob Zebulun an Naphtali.",1
147,"E gone fa lib een Capernaum, one willage close ta Lake Galilee, een de arie ob Zebulun an Naphtali.","Dis happen fa mek come true wa de prophet Isaiah done been say,  “Een Zebulun an Naphtali lan,  pon de oda side ob de Jerden Riba,  an pon de way ta de great sea,  een Galilee, weh dey plenty people wa ain Jew,  dem people beena lib een de daak.",1
148,"Dis happen fa mek come true wa de prophet Isaiah done been say,  “Een Zebulun an Naphtali lan,  pon de oda side ob de Jerden Riba,  an pon de way ta de great sea,  een Galilee, weh dey plenty people wa ain Jew,  dem people beena lib een de daak.","Dey ain know God,  bot now dey see a great light.",1
149,"Dey ain know God,  bot now dey see a great light.","Dey beena lib een de daak lan full ob det,  bot now de light da shine pon um.”  Fom dat time dey, Jedus staat fa tell all de people say, “Oona mus change oona sinful way an dohn do um no mo.",1
150,"Dey beena lib een de daak lan full ob det,  bot now de light da shine pon um.”  Fom dat time dey, Jedus staat fa tell all de people say, “Oona mus change oona sinful way an dohn do um no mo.",Cause de time mos yah wen God gwine rule oba oona!”  Fo Fishaman Jine Op wid Jedus fa Be E Ciple  Mark :-; Luke :-  Jedus beena waak long de sho ta Lake Galilee wen e see two broda dey wa been fishaman.,1
151,Cause de time mos yah wen God gwine rule oba oona!”  Fo Fishaman Jine Op wid Jedus fa Be E Ciple  Mark :-; Luke :-  Jedus beena waak long de sho ta Lake Galilee wen e see two broda dey wa been fishaman.,"Dey name been Simon, wa dey call Peter, an e broda Andrew.",1
152,"Dey name been Simon, wa dey call Peter, an e broda Andrew.",Dey beena cyas dey net eenta de wata fa ketch fish.,1
153,Dey beena cyas dey net eenta de wata fa ketch fish.,"Jedus tell um say, “Oona mus come folla me!",1
154,"Jedus tell um say, “Oona mus come folla me!","Oona beena ketch fish, bot tareckly, A gwine laan oona fa ketch people fa me.” Soon as e say dat, dey lef dey fishin net an gone long wid Jedus fa folla um.",1
155,"Oona beena ketch fish, bot tareckly, A gwine laan oona fa ketch people fa me.” Soon as e say dat, dey lef dey fishin net an gone long wid Jedus fa folla um.","Jedus gone on fom dey, an e see two oda broda name James an John.",1
156,"Jedus gone on fom dey, an e see two oda broda name James an John.",Dey Zebedee son dem.,1
157,Dey Zebedee son dem.,"Dey been dey een dey boat wid dey fada Zebedee, da mend dey fishin net.",1
158,"Dey been dey een dey boat wid dey fada Zebedee, da mend dey fishin net.",Jedus call um fa come folla um.,1
159,Jedus call um fa come folla um.,"Scraight way, James an John lef de boat an dey fada, an dey gone wid Jedus.",1
160,"Scraight way, James an John lef de boat an dey fada, an dey gone wid Jedus.",Jedus Laan de People an Heal A Whole Heap ob Um  Luke :-  Jedus gone all shru Galilee.,1
161,Jedus Laan de People an Heal A Whole Heap ob Um  Luke :-  Jedus gone all shru Galilee.,"E beena laan de people een de Jew meetin house dem, an e tell um de Good Nyews bout how God da come fa rule.",1
162,"E beena laan de people een de Jew meetin house dem, an e tell um de Good Nyews bout how God da come fa rule.",An e heal all kind ob ailment dat de people hab.,1
163,An e heal all kind ob ailment dat de people hab.,"De nyews bout Jedus spread all oba Syria country, an de people come ta um.",1
164,"De nyews bout Jedus spread all oba Syria country, an de people come ta um.",Dey come da tote all de sick people dat hab all diffunt kind ob ailment.,1
165,Dey come da tote all de sick people dat hab all diffunt kind ob ailment.,Some dem beena suffa plenty pain an some hab ebil sperit eenside um.,1
166,Some dem beena suffa plenty pain an some hab ebil sperit eenside um.,Some hab fits an some ob dem ain able fa eben moob.,1
167,Some hab fits an some ob dem ain able fa eben moob.,"Dey all come ta Jedus, an e heal dem op.",1
168,"Dey all come ta Jedus, an e heal dem op.",A great big crowd ob people gone long wid Jedus.,1
169,A great big crowd ob people gone long wid Jedus.,"Dey come fom Galilee, fom de Ten Town, an fom Jerusalem, an Judea an de arie pon de oda side ob de Jerden Riba, an dey all folla Jedus.",1
170,"Dey come fom Galilee, fom de Ten Town, an fom Jerusalem, an Judea an de arie pon de oda side ob de Jerden Riba, an dey all folla Jedus.","Wen Jedus see all de crowd dem, e gone pontop one high hill.",1
171,"Wen Jedus see all de crowd dem, e gone pontop one high hill.","E seddown dey, an e ciple dem come geda roun um.",1
172,"E seddown dey, an e ciple dem come geda roun um.",Den Jedus staat fa laan um.,1
173,Den Jedus staat fa laan um.,"E say,  “Dey bless fa true, dem people wa ain hab no hope een deysef,  cause God da rule oba um.",1
174,"E say,  “Dey bless fa true, dem people wa ain hab no hope een deysef,  cause God da rule oba um.","Dey bless fa true, dem wa saaful now,  cause God gwine courage um.",1
175,"Dey bless fa true, dem wa saaful now,  cause God gwine courage um.","Dey bless fa true, dem wa ain tink dey mo den wa dey da,  cause all de whole wol gwine blongst ta um.",1
176,"Dey bless fa true, dem wa ain tink dey mo den wa dey da,  cause all de whole wol gwine blongst ta um.","Dey bless fa true, dem wa hongry an tosty fa wa right,  cause dey gwine git sattify.",1
177,"Dey bless fa true, dem wa hongry an tosty fa wa right,  cause dey gwine git sattify.","Dey bless fa true, dem wa hab mussy pon oda people,  cause God gwine hab mussy pon dem.",1
178,"Dey bless fa true, dem wa hab mussy pon oda people,  cause God gwine hab mussy pon dem.","Dey bless fa true, dem dat only wahn fa jes saab de Lawd,  cause dey gwine see God.",1
179,"Dey bless fa true, dem dat only wahn fa jes saab de Lawd,  cause dey gwine see God.","Dey bless fa true, dem wa da wok haad fa hep people lib peaceable wid one noda,  cause God gwine call um e chullun.",1
180,"Dey bless fa true, dem wa da wok haad fa hep people lib peaceable wid one noda,  cause God gwine call um e chullun.","Dey bless fa true, dem wa oda people mek suffa cause dey da waak scraight wid God,  cause God da rule oba um.",1
181,"Dey bless fa true, dem wa oda people mek suffa cause dey da waak scraight wid God,  cause God da rule oba um.","Ya bless fa true wen people hole ya cheap an mek ya suffa an wen dey say all kind ob bad ting bout ya wa ain true, cause ya da folla me.",1
182,"Ya bless fa true wen people hole ya cheap an mek ya suffa an wen dey say all kind ob bad ting bout ya wa ain true, cause ya da folla me.","Mus be glad fa true, cause ya gwine git a whole heapa good ting dat God da keep fa ya een heaben.",1
