,first,second,label
54,"De angel tell um say, “Joseph, ya wa come out fom King David fambly, mus dohn be scaid fa marry Mary.","Ain ya know dat ef A aks me Fada fa hep me, jes den e gwine sen tweb aamy ob angel fa come hep me?",0
55,"Cause de chile wa e speckin, dat wa de Holy Sperit mek happen.",An e build a place pontop de stone wall fa people fa keep gyaad oba de gyaaden.,0
56,"E gwine hab son, an ya mus gim de name Jedus, cause e gwine sabe e people fom dey sin.”  Now all dis happen so dat wa de Lawd done tell de prophet say gwine happen, e happen fa true.",Mus dohn jedge oda people.,0
57,"E say, “One nyoung ooman dat ain neba know no man, e gwine be wid chile.","Ef oona han or oona foot da mek oona do bad ting, cut um off an shrow um way.",0
58,"E gwine hab son, an dey gwine call de chile Emmanuel.” (Dat mean fa say, God right yah wid we.)  So wen Joseph wake op, e done wa de Lawd angel chaage um fa do.","Jedus Laan People How fa Fast  “Wen ya fast an ain nyam nottin so dat ya kin woshup God, mus dohn pit on no long face same like de hypicrit dem do.",0
59,E gone an marry Mary.,"Wen ya da pray, ya mus dohn go on an on wid sommuch taak wa ain mean nottin, same like dem wa ain bleebe pon God da do.",0
60,Bot Joseph neba tetch Mary til e done hab e son.,"De people been stonish wen dey yeh dem wa ain been able fa taak, now dey da taak.",0
61,An Joseph name de chile Jedus.,"Jes den, de big tick curtain wa beena hang een God House split down de middle, fom de top down ta de bottom.",0
62,"Now Jedus been bon een Betlem town, een Judea, jurin de same time wen Herod been king.","So den, ya gwine know dem by de fruit dey da beah.",0
63,"Atta Jedus been bon, some wise man dem dat study bout de staa dem come ta Jerusalem fom weh dey been een de east.","Scraight way, James an John lef de boat an dey fada, an dey gone wid Jedus.",0
64,"An dey aks say, “Weh de chile da, wa bon fa be de Jew people king?","Ain Nobody Know de Day, Ain Nobody Know de Hour  Mark :-; Luke :-; :-  “Ain nobody know de day, ain nobody know de hour wen dem ting yah gwine happen.",0
65,"We beena see de staa wa tell bout um een de east, an we come fa woshup um op.”  Wen King Herod yeh dat, e been opsot fa true.","Cause e trabel haf way roun de wol fom e country, clean ta weh Solomon been.",0
66,An ebrybody een Jerusalem been opsot too.,"Cause wen de Man wa Come fom God gwine come gin, ebrybody gwine be able fa shim, jes like lightnin dat flash cross all de sky an light um op fom de east side ta de west side.",0
67,E call togeda all de leada dem ob de Jew priest dem an de Jew Law teacha dem.,"Bot ef e mek a wow an sweah ta de gif dey pon de alta, dat poson haffa do wa e say e gwine do.’ Oona bline eye fool!",0
68,E aks um say.,Peter Say Jedus de Messiah  Mark :-; Luke :-  Jedus an e ciple dem gone ta de arie name Caesarea Philippi.,0
69,"Weh de Messiah gwine be bon at?”  Dey tell King Herod say, “E gwine be bon een Betlem town een Judea.",Ain e sista dem all dey yah wid we?,0
70,"Cause de prophet write say,  ‘Betlem een Judah lan, ya sompin fa sho  mongst dem oda town dey een Judah.",Ya gone fa see a man dress op een fine cloes?,0
71,Cause one ob ya people gwine be a big rula.,"A da tell oona say, wen de day come wen God gwine jedge de wol, all people gwine haffa ansa ta God fa ebry wod wa dey done been say jes dry long so.",0
72,"E gwine rule oba me Israel people,  same like a shephud da lead e sheep.’ ”  So King Herod sen fa de man dem dat done come fom de east fa meet wid um, bot e ain tell nobody bout de meetin.","E tell um say, “Study yasef!",0
73,Den Herod aks dem man fa tell um de zact time wen dey fus see dat staa.,Now Joseph gone ta Pilate an aks um fa leh um hab Jedus body.,0
74,"E tell um say, “Oona mus go ta Betlem an look roun good fa de chile.","Oona hab mind fa do de right ting, bot oona body ain hab scrent fa do um.”  Jedus gone way de secon time an pray say, “Me Fada, ef ya cyahn tek way dis cup lessin A drink fom um, ya mus do wa ya wahn.” Den e come back gin ta de ciple dem, see dat dey beena sleep.",0
75,"Wen oona find um, mus come back an leh me know, so dat A kin go mesef fa woshup um op too.”  Atta dem man yeh wa de king say, dey gone on, an dey see de same staa dat dey beena see wen dey been back een de east.",Ya gone fa see a man dress op een fine cloes?,0
76,"Dey folla dat staa til dey git ta de place weh de chile been, an den dat staa ain gone no foda.","Dey wahn fa taak ta ya.”]  Jedus aks um say, “Oona know who me modda an me broda dem fa true?” E pint ta e ciple dem an say, “Look!",0
77,"Wen de man dem fom de east see dat staa dey, dey been too glad.",Ya gone fa see a man dress op een fine cloes?,0
78,Dey been glad til dey ain know wa fa do.,"E gwine lef de ninety-nine sheep wa safe dey pon de hillside, an e gwine saach fa de one wa loss, ainty?",0
79,"Dey gone eenta de house, an dey see de chile dey wid e modda, Mary.","Ef people beena call de head man ob de house, say e Beelzebub, fa sho dey gwine say ting eben mo wossa bout dat man fambly.",0
80,Den dey kneel down fo de chile an woshup um op.,Oona jes like light fa de whole wol.,0
81,An dey open op dey bag an tek out de rich ting dey beena cyaa long wid um fa gii de chile.,Oona da aks fa a sign fa show dat God sen me.,0
82,"Dey gim gole, frankincense, an myrrh.","An whosoneba dohn tote e own cross an come folla me, dat poson ain fit fa be me ciple.",0
83,"Now den, de Lawd come ta dem man een a dream an waan um, tell um say, “Mus dohn go back fa tell King Herod nottin.” So dey gone noda way back ta weh dey come fom.","Stillyet, de poson wa leas ob all dem people wa God da rule, dat poson mo greata den John.",0
84,"Joseph Cyaa Jedus an Mary ta Egypt  Atta de man dem fom de east done gone, de Lawd sen one angel een a dream fa waan Joseph.","Come hab a good time long wid ya bossman!’ Den de wokman wa de bossman been gii one gole coin, e come say, ‘Sah, A been know dat ya a haad man.",0
85,"De angel tell um say, “King Herod gwine come look fa de chile, fa kill um.","Ya mus memba dat de people wa mek ya suffa dem ting yah, dey ole people done de same ting ta de prophet dem wa lib way back dey.",0
86,"Ya mus git op, tek de chile an e modda an ron way right now ta Egypt lan.","De Man wa Come fom God Gwine Come Gin  Mark :-; Luke :-  “Wen all dat bad trouble dey done, de sun gwine daak an de moon ain gwine shine no mo.",0
87,"Stay dey til A tell oona fa come back fom dey.”  So Joseph git op, e tek de chile an e modda an gone een de night time ta Egypt lan.",Oona jes like tomb wa dey kiba op wid white paint.,0
88,E stay dey til King Herod been dead.,Oona gwine git shrow down ta hell!,0
89,"Wa de Lawd been tell de prophet fa say gwine happen, e happen fa true.",E gwine geda de good wheat an pit um een e baan.,0
90,"E been say, “A call me Son fa come out fom Egypt lan.”  Dey Kill All de Boy Chullun een Betlem  Wen King Herod find out dat de man dem fom de east done fool um good, e been mad down.",Weh dis man git all dis sense an powa fa do miracle yah?” So dey ain wahn fa hab nottin fa do wid um.,0
91,"E gii orda ta e sodja dem say, “Mus kill all de boy chullun een Betlem an een de whole arie roun bout.","Jedus Dem Nyam de Passoba Suppa  Mark :-; Luke :-; :-; John :-  De fus day ob de Feas ob Unleaven Bread, de ciple dem come ta Jedus an aks um say, “Weh ya wahn we fa go git de Passoba ration ready fa nyam?”  Jedus ansa um say, “One man dey een de city.",0
92,Mus kill all dem two yeah ole an nyounga.” De king done dat cause ob wa dem man fom de east done tell um bout de time wen dey fus beena see de staa.,"Jedus tell um say, “Come folla me.” An e git op an gone folla Jedus.",0
93,Dis mek wa de prophet Jeremiah done say come true.,De ebil one come long an tek way de wod wa been dey een dey haat.,0
94,"E say,  “Dey yeh a nise da come outta Ramah,  dey yeh somebody da weep an wail.","De one wa ain loss e fait een me, e bless fa true.”  Now wen dem ciple ob John beena gwine back, Jedus tell de great crowd bout John.",0
95,Dat been Rachel da cry fa e chullun.,Ebry day hab nuff trouble ob e own.,0
96,"Ain nobody kin mek um stop fa cry,  cause e chullun done git kill op.”  Joseph, Mary an Jedus Come Outta Egypt  Atta Herod done dead, de Lawd sen e angel een a dream ta Joseph dey een Egypt lan.","So dey da mek wa de prophet Isaiah done been say come true,  ‘Oona gwine yeh an yeh, bot oona  ain neba gwine ondastan.",0
97,"E tell um say, “Mus git op an tek de chile an e modda an gone back ta Israel lan, cause dem dat beena try fa kill de chile done dead.” So den Joseph git op an tek de chile an e modda an gone back ta Israel.",E gwine lib gin.”  Den de ciple dem been saaful tommuch.,0
98,"Bot wen Joseph yeh say dat Archelaus been tek e fada Herod place fa rule een Judea, e been scaid fa go dey fa lib.","Cause de chile wa e speckin, dat wa de Holy Sperit mek happen.",0
99,"De Lawd sen e angel fa waan Joseph, tell um een a dream wa fa do.","De people dem wa yeh, bot ain ondastan de wod wa tell bout God rule, dey stan like de seed wa fall long de pat.",0
100,So Joseph gone ta de arie call Galilee.,"Same way so, oona Fada God een heaben ain wahn none ob dese leetle one fa loss e way.",0
101,E gone fa lib een one town dey name Nazareth.,"Ef ya God Son, come down fom de cross!”  Same way so, de leada dem ob de priest dem, de Law teacha dem an de oda Jew leada dem hole um cheap.",0
102,"So wa de prophet dem done say bout Jedus, e come true.","An ef one ob oona wahn fa be fus, e mus be oona slabe, jes like de Man wa Come fom God.",0
103,"Een dat time, John wa Bactize come ta de wildaness een Judea, an e staat fa preach dey.",Den ebrybody fom ebry nation gwine cry bitta teah.,0
104,"E tell um say, “Oona mus change oona sinful way an dohn do um no mo.","Oona way mo walyable den a whole heapa sparra!”  Oona fa Tell People Dat Oona Blongst ta Jedus  Luke :-  Jedus tell um say, “De poson wa da tell people dat e blongst ta me, A mesef gwine tell me Fada God een heaben say, dat poson dey blongst ta me!",0
105,"Cause de time mos yah wen God gwine rule oba we!” John been de man wa de prophet Isaiah beena taak bout wen e say,  “Somebody da holla een de wildaness say,  ‘Oona mus cleah de road weh de Lawd gwine come shru.",Oona fa lef um be!,0
106,"Mek de pat scraight fa um fa waak!’ ”  John cloes been mek wid camel hair, an de belt roun e wais been mek wid animal hide.","Cause dem wa dress op een fine cloes, dey lib een house wa blongst ta king dem.",0
107,E beena nyam locust an wile honey.,E done git dat place dey ready fa oona fom de time wen e fus mek de wol.,0
108,"A whole heapa people come fa yeh um, fom Jerusalem, fom all ob Judea, an fom all de whole arie close ta de Jerden Riba.",Mus dohn leh nobody know bout de good ting dem ya done.,0
109,"Dey beena tell all de sinful ting dat dey done done, an dey aks God fa fagib um.","De wod ain down deep een dey haat fa true, so dem people bleebe jes a leetle wile.",0
110,Den John beena bactize um een de Jerden Riba.,"Atta dat, de Holy Sperit lead Jedus eenta de wildaness, weh de Debil try fa mek um do sompin e ain oughta do.",0
111,Heapa de Pharisee an de Sadducee dem beena come fa hab John bactize um.,"Ef God ain done dat, ain nobody gwine be lef een de wol.",0
112,"Wen John shim, e tell um say, “Oona wickity, jes like snake!",De wine gwine waste an de ole bottle gwine git ruint too.,0
113,"Who tell oona dat ef oona git bactize, oona kin git way fom de jedgiment wa God gwine sen fa punish oona?","E been say, “De man wa A gwine kiss, dat de man oona fa grab hole ta.”  So wen Judas git dey, e gone scraight op ta Jedus, an e say, “Good ebenin, Teacha.” Den e kiss um.",0
114,Oona mus do dem ting wa show oona done change oona way fa true.,"An e aks e ciple dem say, “Who people say de Man wa Come fom God da?”  Dey ansa um say, “Some people say ya John wa Bactize.",0
115,"An oona mus dohn tink say, ‘We de chullun ob Abraham.’ Dat ain gwine sabe oona.","Dey write een God Book say, ‘A wahn oona fa hab mussy pon oda people.",0
116,"A da tell oona, God able fa tek dem stone yah an ton um eenta Abraham chullun!","So wen ya da gii sompin ta dem wa ain got nottin, ya mus dohn tell all de people bout wa ya da do, same like de hypicrit dem do een de Jew meetin house an een de screet.",0
117,"Now de ax ta de foot ob de tree, ready fa cut um.","Dey come fom Galilee, fom de Ten Town, an fom Jerusalem, an Judea an de arie pon de oda side ob de Jerden Riba, an dey all folla Jedus.",0
118,"Ebry tree wa ain beah good fruit, God gwine cut um down an chunk um een de fire.","Dem ting wa oona people deysef da do, dey show dat oona ain right.",0
119,A da bactize oona wid wata fa show dat oona done change oona sinful way.,"Peter tell Jedus say, “Lawd, e a good ting we dey yah!",0
120,Bot one man wa hab heap mo tority den me gwine come.,"Jedus say, “Oona mus leh de chullun come ta me.",0
121,A ain fit fa eben tote e shoe.,"Wa lef dat A haffa do?”  Jedus ansa, “Ef ya wahn fa be fit een God eye fa git ebalastin life, ya mus go sell all dem ting ya got an gii way de money ta de people wa ain got nottin.",0
122,E gwine bactize oona wid de Holy Sperit an wid fire.,"Stillyet, de poson wa leas ob all dem people wa God da rule, dat poson mo greata den John.",0
123,E gwine jedge de people an separate um op like a faama wa hab e pitfork een e han fa separate de chaff fom de wheat.,Dey gwine beat ya een dey meetin house.,0
124,E gwine geda de good wheat an pit um een e baan.,E ain wa gone eenta poson mout wa mek um sinna een God eye.,0
125,"Bot de chaff, e gwine bun um een de ebalastin fire.”  John Bactize Jedus  Mark :-; Luke :-  Den Jedus come fom Galilee an gone ta de Jerden Riba.","Oona way mo walyable den dem bod, ainty?",0
126,E gone fa hab John bactize um.,"Wen Jedus done say dem ting dey, e come outta Galilee an gone ta de lan ob Judea ta de oda side ob de Jerden Riba.",0
127,Bot John ain wahn fa gree fa bactize Jedus.,An hoccome ya da warry bout cloes fa weah?,0
128,"E tell Jedus say, “A oughta hab ya bactize me.","Bout de Tax fa God House  Wen Jedus an e ciple dem git ta Capernaum, de people wa geda tax come ta Peter.",0
129,"Ya ain oughta come fa me fa bactize ya, ainty?”  Jedus tell John say, “Leh we do um de way A say fa now.","Same way so, wen people see oona, e look like oona da waak scraight wid God, bot eenside oona haat full op wid bad ting oona da do cause oona hypicrit an wickity.",0
130,E fittin fa we fa do all wa God tell we fa do.” So den John gree fa do wa Jedus say.,"Dey gwine see me dey.”  De Sodja Dem Tek Money fa Lie Bout wa Happen  Wiles de ooman dem beena gwine fa tell de ciple dem, some ob de sodja dem wa beena gyaad de tomb, dey gone back ta de city an dey tell de leada dem ob de priest dem all wa happen.",0
131,"Atta John done bactize Jedus, Jedus come op outta de wata.",One gone ta e faam.,0
132,Jes den God open op de eliment.,Abiud been de fada ob Eliakim.,0
133,An Jedus see God Sperit da come down like a dob an light pon um.,"An fa true, ain nary one ob oona kin lib a bit longa cause e da warry, ainty?",0
134,"Den dey yeh a boice fom heaben say, “Dis yah me own Son wa A da lob.","Now dis yah de name ob de tweb man Jedus name postle: fus, Simon wa dey da call Peter, an e broda Andrew, James an e broda John, wa been Zebedee boy dem, Philip an Bartholomew, Thomas an Matthew wa beena geda tax, James wa been Alphaeus boy, an Thaddaeus, Simon wa been call de Patrot, an Judas Iscariot wa ton Jedus een fa money.",0
135,"Atta dat, de Holy Sperit lead Jedus eenta de wildaness, weh de Debil try fa mek um do sompin e ain oughta do.",An den de end gwine come.,0
136,"Wen Jedus ain nyam nottin fa foty day an foty night, e been hongry down.",E ain gwine taak loud een de screet.,0
137,"De Debil, wa try fa mek people do ebil ting, come ta Jedus dey an tell um say, “Since ya God Son, chaage dese rock yah fa ton eenta bread.”  Jedus ansa um say, “Dey done write down een God Book say, ‘E tek mo den sompin fa nyam fa mek people lib fa true.",An e build a place pontop de stone wall fa people fa keep gyaad oba de gyaaden.,0
138,E tek ebry wod dat come outta God mout.’ ”  Den de Debil cyaa Jedus ta de holy city Jerusalem.,"So den, wen a poson mek a wow an sweah ta de alta, e da sweah ta de alta an all de gif dem pon de alta.",0
139,E pit um way op pontop de mos high paat ob God House.,Obed been de fada ob Jesse.,0
140,"E tell Jedus say, “Since ya God Son, shrow yasef down fom yah.","Den Jedus waan um say, “Oona mus tek cyah.",0
141,"Cause dey done write down een God Book say,  ‘God gwine gii orda ta e angel dem,  tell um fa tek cyah ob ya.","Some gwine come wa gwine lie, say dey a prophet.",0
142,"De angel dem gwine tote ya een dey han,  so dat ya ain gwine hut eben  ya foot pon a rock.’ ”  Jedus tell de Debil say, “Dey done write down noda ting een God Book, say, ‘Mus dohn try fa test de Lawd ya God.’ ”  Atta dat, de Debil tek Jedus op ta a high place an show um all de country dem een de whole wol wid all dey powa an all dey purty ting wa dey got.",Den ya kin see plain how fa tek dat leetle splinta out ya broda eye.,0
143,"De Debil tell Jedus say, “A gwine gii ya all dem ting ef ya bow down an woshup me op.”  Jedus tell um say, “Git way fom yah, Satan!","Dey sen um fa go tell Jedus say, “Teacha, we know ya da taak true, an ya da laan we de true way fa folla God.",0
144,"Cause dey done write down een God Book say, ‘Mus woshup de Lawd ya God an mus dohn saab nobody cep um.’ ”  Den de Debil lef Jedus, an de angel dem come fa tek cyah ob um.",Bot e ain gone ta Nazareth.,0
145,"Jedus Staat E Wok een Galilee  Mark :-; Luke :-  Wen Jedus yeh dat dey done pit John eenta de jailhouse, e gone back ta Galilee.",Bot all dis happen so dat wa de prophet dem been write een God Book gwine come true.”  Den all de ciple dem lef um an ron way.,0
146,Bot e ain gone ta Nazareth.,Oona da aks fa a sign fa show dat God sen me.,0
147,"E gone fa lib een Capernaum, one willage close ta Lake Galilee, een de arie ob Zebulun an Naphtali.","Wen some Pharisee see dat, dey aks e ciple dem say, “Oona teacha ain oughta nyam wid dem kinda people, ainty?”  Jedus yeh wa dey say, so e tell um say, “Dem wa well ain need no docta.",0
148,"Dis happen fa mek come true wa de prophet Isaiah done been say,  “Een Zebulun an Naphtali lan,  pon de oda side ob de Jerden Riba,  an pon de way ta de great sea,  een Galilee, weh dey plenty people wa ain Jew,  dem people beena lib een de daak.","Bot cause e done been promise de gyal fa true an sweah ta um, an de people ta e paaty done been yeh wa e say, e gii orda fa dem fa gii de gyal John head.",0
149,"Dey ain know God,  bot now dey see a great light.","Dey bring um people wa ain able fa waak, dem wa bline, dem wa cripple op, dem wa ain able fa taak, an plenty oda sick people.",0
150,"Dey beena lib een de daak lan full ob det,  bot now de light da shine pon um.”  Fom dat time dey, Jedus staat fa tell all de people say, “Oona mus change oona sinful way an dohn do um no mo.",Den de people wa hab tority gwine grab hole ta oona an do oona plenty bad ting.,0
151,Cause de time mos yah wen God gwine rule oba oona!”  Fo Fishaman Jine Op wid Jedus fa Be E Ciple  Mark :-; Luke :-  Jedus beena waak long de sho ta Lake Galilee wen e see two broda dey wa been fishaman.,"Jes den, de big tick curtain wa beena hang een God House split down de middle, fom de top down ta de bottom.",0
152,"Dey name been Simon, wa dey call Peter, an e broda Andrew.",Den e tek de fibe loaf ob bread an de two fish.,0
153,Dey beena cyas dey net eenta de wata fa ketch fish.,"Bot de man dem holla mo louda, “Lawd, Son ob David hab mussy pon we!”  Jedus stop dey an call ta um.",0
154,"Jedus tell um say, “Oona mus come folla me!",So Joseph gone ta de arie call Galilee.,0
155,"Oona beena ketch fish, bot tareckly, A gwine laan oona fa ketch people fa me.” Soon as e say dat, dey lef dey fishin net an gone long wid Jedus fa folla um.",Den dey kneel down fo um.,0
156,"Jedus gone on fom dey, an e see two oda broda name James an John.",Ain nobody good cep fa God.,0
157,Dey Zebedee son dem.,"So wa de prophet dem done say bout Jedus, e come true.",0
158,"Dey been dey een dey boat wid dey fada Zebedee, da mend dey fishin net.",Dat show how oona ain do wa God Law say.,0
159,Jedus call um fa come folla um.,"Jes den, de big tick curtain wa beena hang een God House split down de middle, fom de top down ta de bottom.",0
160,"Scraight way, James an John lef de boat an dey fada, an dey gone wid Jedus.","Ef de people wa beena lib een Sodom been see dem miracle wa A beena do fa oona, Sodom been gwine still been dey eben op til now.",0
161,Jedus Laan de People an Heal A Whole Heap ob Um  Luke :-  Jedus gone all shru Galilee.,"Wen e find one wa walyable mo den mos ob um, e gone an sell all e got an e buy dat walyable bead.",0
162,"E beena laan de people een de Jew meetin house dem, an e tell um de Good Nyews bout how God da come fa rule.",An dem wa da wok een de fiel mus dohn go back fa tek dey cloes.,0
163,An e heal all kind ob ailment dat de people hab.,Oona da aks fa a sign fa show dat God sen me.,0
164,"De nyews bout Jedus spread all oba Syria country, an de people come ta um.","Stead ob dat, ya mus pile op ya tredja een heaben.",0
165,Dey come da tote all de sick people dat hab all diffunt kind ob ailment.,"E aks um say, “Wa oona gwine pay me ef A han Jedus oba ta oona?” Dey gim tirty silba coin.",0
166,Some dem beena suffa plenty pain an some hab ebil sperit eenside um.,All dem done nyam til dey been sattify.,0
